,Ticker,Name,종목명 (Full),기업명 (한글),거래소 업종,거래소 업종코드,결산월,회계년,자기자본비율(%),차입금의존도(%),매출액증가율(%),영업이익률(%),총자본회전율(%),부채 상환능력(%),당좌비율(%),ROA(당기순이익)(%),"신용등급 (채권, NICE)","신용등급 (CP, NICE)",ESG등급,환경,사회,지배구조,시가총액(천원),WACC(시가총액평균)(%)
159,A042700,한미반도체,한미반도체보통주,한미반도체(주),코스피 기계·장비,I.012,12,2023,79.6,0.11,-51.51043882876154,24.09,32.0,30.78601099994634,210.48059972329892,45.78,,,D,D,D,D,6005835000.0,8.81
3440,A044380,주연테크,주연테크 보통주,(주)주연테크,코스피 전기·전자,I.013,12,2020,65.23,15.97,32.291613746891315,0.81,163.0,18.85414519452254,235.6714251681767,-6.07,,,C,C,C,C,58708000.0,7.24
3441,A044380,주연테크,주연테크 보통주,(주)주연테크,코스피 전기·전자,I.013,12,2021,75.9,10.24,40.83846858501885,-0.61,215.0,-102.25447226917473,392.0110362950904,6.34,,,D,D,D,D,76959000.0,8.42
3442,A044380,주연테크,주연테크 보통주,(주)주연테크,코스피 전기·전자,I.013,12,2022,78.15,11.59,-24.456526474039908,-9.44,154.0,31.802464347982433,421.0347751705502,-9.87,,,D,D,D,D,47715000.0,11.41
3443,A044380,주연테크,주연테크 보통주,(주)주연테크,코스피 전기·전자,I.013,12,2023,80.78,10.09,-34.7440169910019,-10.7,111.00000000000001,-9.525042178839916,310.19465775377137,-8.96,,,D,D,D,D,33980000.0,7.55
1952,A044450,KSS해운,케이에스에스 해운 보통주,(주)케이에스에스해운,코스피 운송·창고,I.019,12,2020,25.13,71.33,-2.2693276570439735,22.5,82.0,9.004618562540086,24.982517388798776,1.31,,,A,B+,A+,A,239974000.0,2.92
1953,A044450,KSS해운,케이에스에스 해운 보통주,(주)케이에스에스해운,코스피 운송·창고,I.019,12,2021,24.01,72.69,41.78829684248444,18.19,105.0,8.989518473955123,12.226046119203064,4.57,,,B+,B+,A,B+,274753000.0,2.99
1954,A044450,KSS해운,케이에스에스 해운 보통주,(주)케이에스에스해운,코스피 운송·창고,I.019,12,2022,24.96,71.06,26.13300892671555,15.86,108.0,8.849929103414691,14.156113534391764,2.77,,,B+,B+,A,B+,213544000.0,4.25
1955,A044450,KSS해운,케이에스에스 해운 보통주,(주)케이에스에스해운,코스피 운송·창고,I.019,12,2023,26.6,68.87,4.4420087427236465,19.52,102.0,8.400009996700613,31.33636183444453,1.37,,,B+,B+,A,B+,213544000.0,6.65
2800,A044820,코스맥스비티아이,코스맥스비티아이 주식회사 보통주,코스맥스비티아이(주),코스피 금융,I.021,12,2020,61.87,32.96,7.037769965025786,15.88,27.0,11.169706281304343,39.57044903208273,0.91,,,B+,A,A,B+,168549000.0,4.58
2801,A044820,코스맥스비티아이,코스맥스비티아이 주식회사 보통주,코스맥스비티아이(주),코스피 금융,I.021,12,2021,56.7,34.58,24.664978665174008,16.0,34.0,4.00292439971316,41.7890171008443,1.11,,,B+,B+,A,B,130613000.0,3.77
2802,A044820,코스맥스비티아이,코스맥스비티아이 주식회사 보통주,코스맥스비티아이(주),코스피 금융,I.021,12,2022,54.53,37.23,1.1173008782889626,13.39,34.0,3.955118035444933,38.046936410067566,-1.22,,,B,A,A,C,85187000.0,6.92
2803,A044820,코스맥스비티아이,코스맥스비티아이 주식회사 보통주,코스맥스비티아이(주),코스피 금융,I.021,12,2023,52.11,40.02,5.142617769027713,12.27,37.0,5.180199438314947,17.122205663262335,1.36,,,B,A,A+,C,102090000.0,4.31
688,A047040,대우건설,대우건설보통주,(주)대우건설,코스피 건설,I.018,12,2020,28.22,25.59,-5.618958052705947,4.94,336.0,4.447367941196851,85.81013927830196,2.07,A-,A2-,A,B+,A,A,2071879000.0,5.86
689,A047040,대우건설,대우건설보통주,(주)대우건설,코스피 건설,I.018,12,2021,29.64,17.98,5.8720531122555375,7.09,317.0,22.878324904820456,104.95774011445107,4.06,A-,A2-,B+,B+,B+,B+,2398143000.0,6.31
690,A047040,대우건설,대우건설보통주,(주)대우건설,코스피 건설,I.018,12,2022,30.97,22.92,15.251520571364052,4.65,326.0,-7.983991806409889,103.95568250769887,2.7,A,A2,A,A+,B+,A,1737303000.0,6.8
691,A047040,대우건설,대우건설보통주,(주)대우건설,코스피 건설,I.018,12,2023,33.63,24.94,12.931470859969796,3.67,342.0,-12.436265578114487,113.09165673910454,2.67,A,A2,A,A,B+,A,1722756000.0,6.42
192,A047050,포스코인터내셔널,포스코인터내셔널보통주,(주)포스코인터내셔널,코스피 유통,I.016,12,2020,41.93,32.11,-15.471860094145107,2.21,648.0,20.948151434832244,132.5044644869801,2.73,AA-,,A+,A,A+,A+,1795108000.0,4.87
193,A047050,포스코인터내셔널,포스코인터내셔널보통주,(주)포스코인터내셔널,코스피 유통,I.016,12,2021,34.37,34.33,58.79286568266542,1.2,990.0,-10.582023204932927,111.92715130380802,2.46,AA-,,A,B+,A+,A,2769772000.0,4.52
194,A047050,포스코인터내셔널,포스코인터내셔널보통주,(주)포스코인터내셔널,코스피 유통,I.016,12,2022,36.44,37.59,6.677389987848437,1.55,1002.9999999999999,22.42991947900922,124.20678017466929,3.16,AA-,,A,A,A+,A,2788278000.0,5.6
195,A047050,포스코인터내셔널,포스코인터내셔널보통주,(주)포스코인터내셔널,코스피 유통,I.016,12,2023,42.94,33.88,-12.372416491644367,3.33,653.0,13.483613091925474,115.88729454249945,5.81,AA-,,A,B+,A+,A,10977582000.0,10.08
2632,A047400,유니온머티리얼,유니온머티리얼보통주,유니온머티리얼(주),코스피 비금속,I.010,12,2020,51.46,27.41,-12.319895467701725,1.06,108.0,9.396030441479066,106.66584740386531,-1.26,,,B,B,C,B,163800000.0,6.26
2633,A047400,유니온머티리얼,유니온머티리얼보통주,유니온머티리얼(주),코스피 비금속,I.010,12,2021,52.62,22.86,25.72300820511031,2.52,135.0,5.85767050238466,102.52750539372167,2.86,,,D,D,D,C,133350000.0,5.22
2634,A047400,유니온머티리얼,유니온머티리얼보통주,유니온머티리얼(주),코스피 비금속,I.010,12,2022,53.75,31.02,6.790440889878302,3.05,137.0,-13.77238309490255,78.73467697013328,2.54,,,C,C,D,C,103320000.0,6.79
2635,A047400,유니온머티리얼,유니온머티리얼보통주,유니온머티리얼(주),코스피 비금속,I.010,12,2023,47.57,36.72,-7.565931095310907,-2.34,134.0,3.678102475935597,70.08943661913585,-7.55,,,C,C,D,C,122010000.0,6.61
236,A047810,한국항공우주,한국항공우주산업보통주,한국항공우주산업(주),코스피 운송장비·부품,I.015,12,2020,24.36,19.21,-9.542989865466044,5.28,231.0,19.11132391160431,73.69652924992937,1.73,AA-,A1,A,A,A+,B+,2514858000.0,6.57
237,A047810,한국항공우주,한국항공우주산업보통주,한국항공우주산업(주),코스피 운송장비·부품,I.015,12,2021,22.24,20.75,-9.37590811624357,2.65,200.99999999999997,9.847894853050454,84.00773372858632,0.62,AA-,A1,C,B,A,D,3163067000.0,6.02
238,A047810,한국항공우주,한국항공우주산업보통주,한국항공우주산업(주),코스피 운송장비·부품,I.015,12,2022,18.85,14.48,8.775610055284577,5.35,202.0,23.90276836655186,75.16565431183446,1.86,AA-,A1,B+,B+,A,B+,4961483000.0,7.05
239,A047810,한국항공우주,한국항공우주산업보통주,한국항공우주산업(주),코스피 운송장비·부품,I.015,12,2023,23.06,8.38,37.02841513156328,6.68,246.0,-12.778948877087018,67.13651715765428,3.13,AA-,A1,A,A,A,B+,4873755000.0,6.89
1124,A049770,동원F&B,동원F&B보통주,(주)동원에프앤비,코스피 음식료·담배,I.005,12,2020,49.74,32.73,4.210425050544631,4.74,299.0,16.924800738015726,118.15359667997048,4.41,A+,A1,B+,B,A,B,690783000.0,4.35
1125,A049770,동원F&B,동원F&B보통주,(주)동원에프앤비,코스피 음식료·담배,I.005,12,2021,49.75,33.34,-0.5892270805210598,4.91,277.0,15.184842104206323,46.704681840861504,4.74,A+,A1,B,B,A,C,750600000.0,4.51
1126,A049770,동원F&B,동원F&B보통주,(주)동원에프앤비,코스피 음식료·담배,I.005,12,2022,50.17,26.75,5.955575262359036,4.59,271.0,7.557402274579564,46.59444613178773,5.3,A+,A1,B,B+,A,C,605882000.0,5.32
1127,A049770,동원F&B,동원F&B보통주,(주)동원에프앤비,코스피 음식료·담배,I.005,12,2023,52.87,26.61,6.021865758971501,4.82,265.0,26.462299921366135,61.70819663988617,5.0,A+,A1,B,A,A,C,630967000.0,4.27
3288,A049800,우진플라임,우진플라임 보통주,(주)우진플라임,코스피 기계·장비,I.012,12,2020,22.6,48.35,12.31818109759435,4.55,353.0,13.009341332492784,44.90604275886061,2.87,,,B,B,C,B,60600000.0,5.29
3289,A049800,우진플라임,우진플라임 보통주,(주)우진플라임,코스피 기계·장비,I.012,12,2021,29.46,39.83,16.316468497334814,7.33,327.0,10.744462354079575,41.423284493204804,8.19,,,D,D,D,D,91400000.0,4.51
3290,A049800,우진플라임,우진플라임 보통주,(주)우진플라임,코스피 기계·장비,I.012,12,2022,35.73,35.21,8.79551164157344,8.95,275.0,14.03896388994306,45.81590333495268,7.43,,,C,C,D,C,70600000.0,6.33
3291,A049800,우진플라임,우진플라임 보통주,(주)우진플라임,코스피 기계·장비,I.012,12,2023,33.01,40.54,-16.44701773445941,4.69,204.0,2.775089717714934,49.59191672452372,2.0,,,D,C,D,D,60700000.0,5.26
496,A051600,한전KPS,한전KPS 보통주,한전케이피에스(주),코스피 건설,I.018,12,2020,77.97,0.37,4.38473174413736,10.26,123.0,25.01011011604194,287.5018988697527,6.36,AA,A1,B,B,B,B+,1336500000.0,5.59
497,A051600,한전KPS,한전KPS 보통주,한전케이피에스(주),코스피 건설,I.018,12,2021,78.07,0.6,5.886866888680253,9.02,127.0,42.733354228155754,290.5730182732862,7.09,AA,A1,A,B+,A,A,1734750000.0,4.55
498,A051600,한전KPS,한전KPS 보통주,한전케이피에스(주),코스피 건설,I.018,12,2022,77.84,0.61,3.652454774099345,9.07,123.0,23.62008815168325,263.17978986811886,6.58,AA,,A,A,A,A,1494000000.0,9.18
499,A051600,한전KPS,한전KPS 보통주,한전케이피에스(주),코스피 건설,I.018,12,2023,79.9,0.5,6.810925837172421,12.97,123.0,-11.139939228466716,296.2332343012235,10.31,AA,,A,A+,A+,B+,1532250000.0,5.77
2852,A051630,진양화학,진양화학보통주,진양화학(주),코스피 화학,I.008,12,2020,72.15,0.82,-2.791992889193351,0.45,160.0,5.3955037171306754,116.77469895644089,2.18,,,C,D,C,B,65400000.0,8.55
2853,A051630,진양화학,진양화학보통주,진양화학(주),코스피 화학,I.008,12,2021,75.45,0.23,-19.64280256274671,-11.09,131.0,-26.583103262972568,139.84723975536454,-6.15,,,D,D,D,C,66000000.0,6.9
2854,A051630,진양화학,진양화학보통주,진양화학(주),코스피 화학,I.008,12,2022,77.95,0.2,-16.37253846464676,-3.63,97.0,-10.627287752471599,156.25109753231143,-2.85,,,C,C,D,C,56801000.0,10.97
2855,A051630,진양화학,진양화학보통주,진양화학(주),코스피 화학,I.008,12,2023,65.26,16.49,-2.77966986751389,-7.59,84.0,-3.922993008611803,59.2838442966786,-4.6,,,D,C,C,D,48822000.0,7.56
256,A051900,LG생활건강,LG생활건강보통주,(주)엘지생활건강,코스피 화학,I.008,12,2020,83.17,2.41,-2.616693557531169,17.78,125.0,94.93637875520005,73.2501676129176,14.29,AA+,A1,A,A,A+,A,26809061000.0,5.33
257,A051900,LG생활건강,LG생활건강보통주,(주)엘지생활건강,코스피 화학,I.008,12,2021,82.57,4.44,12.17427123351904,19.77,124.0,76.63363235535412,108.24832431985467,12.55,,A1,A,A,A+,A,18426575000.0,6.73
258,A051900,LG생활건강,LG생활건강보통주,(주)엘지생활건강,코스피 화학,I.008,12,2022,87.7,1.29,-23.66406872667659,11.32,91.0,65.29813820321782,110.38011603466136,1.57,,A1,A,A,A+,A,11938792000.0,9.6
259,A051900,LG생활건강,LG생활건강보통주,(주)엘지생활건강,코스피 화학,I.008,12,2023,87.76,1.65,-7.483047808257426,6.2,82.0,98.43916189506133,178.686857894179,7.98,,,A,B+,A+,A,5876422000.0,8.36
76,A051910,LG화학,LG화학보통주,(주)엘지화학,코스피 화학,I.008,12,2020,65.62,13.67,-4.491523729558999,5.35,125.0,58.92751426438212,68.10444959002324,-0.37,AA+,,B+,B+,A,B+,61101368000.0,8.7
77,A051910,LG화학,LG화학보통주,(주)엘지화학,코스피 화학,I.008,12,2021,60.74,23.13,-1.7233069846489313,14.75,114.99999999999999,33.281262158506784,91.6033078597557,8.86,AA+,,B,C,A,B+,45620977000.0,7.63
78,A051910,LG화학,LG화학보통주,(주)엘지화학,코스피 화학,I.008,12,2022,64.11,21.55,10.581350907164278,4.65,113.99999999999999,11.75914428162255,109.94273995419891,9.43,AA+,,A,B+,A+,A,44489048000.0,11.78
79,A051910,LG화학,LG화학보통주,(주)엘지화학,코스피 화학,I.008,12,2023,59.85,28.82,-11.882145801259403,-0.55,96.0,15.370710264157053,87.19097706646829,0.68,AA+,,B+,B+,A,B+,37616796000.0,11.37
428,A052690,한전기술,한국전력기술 보통주,한국전력기술(주),코스피 일반서비스,I.026,12,2020,71.37,0.23,-3.7696779463671115,6.72,87.0,7.58040832953521,126.57539112753761,2.81,AA,,B+,B,B+,B+,682227000.0,6.32
429,A052690,한전기술,한국전력기술 보통주,한국전력기술(주),코스피 일반서비스,I.026,12,2021,72.83,0.26,0.3252119801975928,1.97,86.0,-8.492059338641242,138.698919233261,2.34,AA,,B+,B,B+,B+,3248700000.0,5.28
430,A052690,한전기술,한국전력기술 보통주,한국전력기술(주),코스피 일반서비스,I.026,12,2022,66.63,0.12,16.66120878641113,2.4,96.0,1.8072445140028908,152.59928111855126,2.36,AA,,A,B+,A+,A,2086812000.0,12.07
431,A052690,한전기술,한국전력기술 보통주,한국전력기술(주),코스피 일반서비스,I.026,12,2023,64.03,0.16,7.87685064103143,4.91,100.0,13.007723407596536,178.83194733763997,3.91,AA,,A,A,A+,B+,2373462000.0,8.7
1908,A053210,스카이라이프,케이티스카이라이프,(주)케이티스카이라이프,코스피 오락·문화,I.575,12,2020,82.11,0.66,0.32006841119958107,10.16,93.0,86.58031014523885,330.6764245485417,6.74,,,A,B,A,A,421312000.0,6.49
1909,A053210,스카이라이프,케이티스카이라이프,(주)케이티스카이라이프,코스피 오락·문화,I.575,12,2021,67.77,22.07,-0.764647689960607,8.76,87.0,17.9227928353564,135.81786317417667,5.03,AA-,A1,A,B,A+,A,437093000.0,4.09
1910,A053210,스카이라이프,케이티스카이라이프,(주)케이티스카이라이프,코스피 오락·문화,I.575,12,2022,69.17,17.98,5.863154688545835,7.29,88.0,41.72043453751582,152.41407429357133,2.98,AA-,A1,B+,B+,A,B+,389271000.0,5.36
1911,A053210,스카이라이프,케이티스카이라이프,(주)케이티스카이라이프,코스피 오락·문화,I.575,12,2023,68.32,16.27,2.0811892792397924,6.24,94.0,36.73214691165999,111.29591586792931,-7.23,AA-,A1,B+,B+,A,B+,281336000.0,4.3
1932,A053690,한미글로벌,한미글로벌건축사사무소보통주,(주)한미글로벌건축사사무소,코스피 일반서비스,I.026,12,2020,71.31,10.52,14.362271956858507,7.52,112.99999999999999,35.32931394139646,178.35883285090426,5.83,,,A,A,A,A,114506000.0,7.2
1933,A053690,한미글로벌,한미글로벌건축사사무소보통주,(주)한미글로벌건축사사무소,코스피 일반서비스,I.026,12,2021,64.2,15.0,19.642485246975717,7.64,129.0,20.23344161293167,166.4143721038455,7.67,,,B+,B+,A,B+,133134000.0,6.8
1934,A053690,한미글로벌,한미글로벌건축사사무소보통주,(주)한미글로벌건축사사무소,코스피 일반서비스,I.026,12,2022,68.1,16.69,25.255936980843696,7.05,134.0,4.954682913769388,177.42016843151816,7.31,,,B+,A,A+,B,294758000.0,10.46
1935,A053690,한미글로벌,한미글로벌건축사사무소보통주,(주)한미글로벌건축사사무소,코스피 일반서비스,I.026,12,2023,74.99,13.33,-2.153887534957355,7.07,113.99999999999999,5.823942449662812,188.32861010215146,5.35,,,B+,A,A,B+,225178000.0,8.0
3020,A055490,테이팩스,테이팩스보통주,(주)테이팩스,코스피 화학,I.008,12,2020,57.88,16.28,5.446874773677202,11.95,235.0,35.94149266308243,142.40763560930185,16.61,,,B+,B+,B+,B+,177855000.0,6.76
3021,A055490,테이팩스,테이팩스보통주,(주)테이팩스,코스피 화학,I.008,12,2021,63.69,15.12,29.27720127753006,12.89,231.99999999999997,23.024549436318605,217.22699894692948,16.78,,,B+,B,A,B,384017000.0,5.36
3022,A055490,테이팩스,테이팩스보통주,(주)테이팩스,코스피 화학,I.008,12,2022,67.07,14.67,18.116330726353613,13.6,218.00000000000003,60.06324291642666,251.7626596889107,16.29,,,A,A,A,B+,247205000.0,8.55
3023,A055490,테이팩스,테이팩스보통주,(주)테이팩스,코스피 화학,I.008,12,2023,68.83,14.33,-20.103831468797328,4.28,154.0,16.665294232948007,104.09016584376019,5.63,,,B+,B+,A,B+,137460000.0,9.54
1224,A057050,현대홈쇼핑,현대홈쇼핑보통주,(주)현대홈쇼핑,코스피 유통,I.016,12,2020,79.57,5.84,5.296269662018216,14.35,74.0,42.04727016779287,163.89840966634392,3.62,,A1,A,A,A+,A,978000000.0,7.32
1225,A057050,현대홈쇼핑,현대홈쇼핑보통주,(주)현대홈쇼핑,코스피 유통,I.016,12,2021,85.79,0.51,-0.4227484233743639,12.4,73.0,36.08007036049985,230.4624258127034,2.49,,A1,A,A,A+,A,760800000.0,5.98
1226,A057050,현대홈쇼핑,현대홈쇼핑보통주,(주)현대홈쇼핑,코스피 유통,I.016,12,2022,82.94,1.43,1.9651575321155468,10.23,72.0,0.03381886985919481,237.5058907801848,3.74,,A1,A,A,A+,A,646800000.0,8.32
1227,A057050,현대홈쇼핑,현대홈쇼핑보통주,(주)현대홈쇼핑,코스피 유통,I.016,12,2023,86.26,1.15,-2.477239248304075,4.18,68.0,-17.034294741663476,261.5272496965517,4.13,,A1,A+,A,A+,A+,516600000.0,6.07
2088,A058430,포스코스틸리온,포스코스틸리온보통주,포스코스틸리온(주),코스피 금속,I.011,12,2020,48.54,22.08,-2.1623851162361873,1.56,391.0,41.16543357226522,97.03119388040736,0.96,,,A,A,A+,A,104400000.0,3.72
2089,A058430,포스코스틸리온,포스코스틸리온보통주,포스코스틸리온(주),코스피 금속,I.011,12,2021,55.72,15.12,52.721312776770326,10.59,491.0,13.922411349305763,104.53152812943625,18.59,,,A,B+,A+,B+,330000000.0,5.36
2090,A058430,포스코스틸리온,포스코스틸리온보통주,포스코스틸리온(주),코스피 금속,I.011,12,2022,62.2,14.19,-11.089081801221745,2.8,365.0,13.403123304115812,129.94064833307596,3.18,,,A,A,A+,B+,193200000.0,10.08
2091,A058430,포스코스틸리온,포스코스틸리온보통주,포스코스틸리온(주),코스피 금속,I.011,12,2023,67.0,5.76,-4.1565381172703475,2.39,330.0,35.069127682156974,140.56305487065475,6.08,,,A,A,A+,B+,339600000.0,15.24
1380,A058650,세아홀딩스,세아홀딩스보통주,(주)세아홀딩스,코스피 금속,I.011,12,2020,88.01,10.64,42.3475846487708,78.37,7.000000000000001,36.37722717971786,4.846366756242064,2.63,A,A2,B+,B+,B+,B+,306000000.0,3.84
1381,A058650,세아홀딩스,세아홀딩스보통주,(주)세아홀딩스,코스피 금속,I.011,12,2021,87.96,10.05,-25.59427356730183,72.73,6.0,32.054995972718686,1066.0028924030557,-3.51,A,A2,C,C,B+,C,418000000.0,5.19
1382,A058650,세아홀딩스,세아홀딩스보통주,(주)세아홀딩스,코스피 금속,I.011,12,2022,86.59,11.16,6.647845083559045,69.86,6.0,22.692022484591572,17.25096877296287,6.25,A,A2,B+,A,A+,B,432000000.0,6.53
1383,A058650,세아홀딩스,세아홀딩스보통주,(주)세아홀딩스,코스피 금속,I.011,12,2023,84.12,13.83,-18.984181836607295,46.34,5.0,-0.28976556632543105,6.797841451655,0.63,A,A2,B+,A,A,B+,432000000.0,3.56
3060,A058730,다스코,다스코보통주,다스코(주),코스피 금속,I.011,12,2020,49.06,36.88,-8.796552398619772,-3.5,162.0,8.514402148548921,92.5180036527798,-3.54,,,B,B,C,B+,77308000.0,3.8
3061,A058730,다스코,다스코보통주,다스코(주),코스피 금속,I.011,12,2021,44.03,39.22,30.300510529126456,-0.78,215.0,-11.235451698005685,85.79640729429848,-2.03,,,D,D,D,C,82273000.0,3.64
3062,A058730,다스코,다스코보통주,다스코(주),코스피 금속,I.011,12,2022,44.2,35.32,2.512621445287544,3.97,202.0,4.644555262748641,136.21415084957795,1.01,,,C,C,C,C,88256000.0,6.6
3063,A058730,다스코,다스코보통주,다스코(주),코스피 금속,I.011,12,2023,49.96,34.22,11.230265687047392,6.82,202.0,14.344269887461254,112.64660575711247,4.52,,,C,C,D,B,82437000.0,5.98
2464,A058850,KTcs,케이티씨에스보통주,(주)케이티씨에스,코스피 IT 서비스,I.574,12,2020,54.62,0.02,-4.191001988313603,3.07,332.0,33.77355333708759,174.50174961044337,1.98,,,A,B+,A,A,94547000.0,7.36
2465,A058850,KTcs,케이티씨에스보통주,(주)케이티씨에스,코스피 IT 서비스,I.574,12,2021,55.05,0.0,7.170207548486096,2.77,347.0,15.753403473766639,175.12800910919722,4.97,,,A,B+,A,A,110341000.0,7.03
2466,A058850,KTcs,케이티씨에스보통주,(주)케이티씨에스,코스피 IT 서비스,I.574,12,2022,54.69,0.0,7.797340015678178,2.74,362.0,-9.450855588050493,150.65263143200792,4.41,,,A,A,A,A,93267000.0,9.5
2467,A058850,KTcs,케이티씨에스보통주,(주)케이티씨에스,코스피 IT 서비스,I.574,12,2023,51.72,0.0,7.372769746576191,1.81,381.0,28.30882306972176,144.19233761207371,3.11,,,A,A,A+,A,153666000.0,7.98
2708,A058860,KTis,케이티아이에스보통주,(주)케이티아이에스,코스피 IT 서비스,I.574,12,2020,56.88,17.51,0.579241185871604,1.98,270.0,17.625736388474998,132.00114220052035,2.44,,,A,B+,A+,A,89615000.0,4.92
2709,A058860,KTis,케이티아이에스보통주,(주)케이티아이에스,코스피 IT 서비스,I.574,12,2021,51.91,22.41,3.16664017446433,3.08,261.0,27.593496268001612,111.61449552031415,7.52,,,B+,B+,B+,B+,88397000.0,4.69
2710,A058860,KTis,케이티아이에스보통주,(주)케이티아이에스,코스피 IT 서비스,I.574,12,2022,49.72,26.47,14.482569308385607,3.65,276.0,6.832642780168349,87.12367007748905,4.16,,,B+,B+,A,B+,84047000.0,5.49
2711,A058860,KTis,케이티아이에스보통주,(주)케이티아이에스,코스피 IT 서비스,I.574,12,2023,45.6,32.32,10.671546532036146,3.46,296.0,20.776536583694043,83.9702823882256,3.3,,,B+,A,B+,B+,104928000.0,5.67
1460,A060980,HL홀딩스,HL홀딩스보통주,에이치엘홀딩스(주),코스피 금융,I.021,12,2020,53.66,38.45,-8.54081090458444,15.61,66.0,2.4311752501940993,52.92482900393169,3.47,A,,A,B,A+,A,391655000.0,4.67
1461,A060980,HL홀딩스,HL홀딩스보통주,에이치엘홀딩스(주),코스피 금융,I.021,12,2021,53.33,37.45,25.1701311662168,16.68,76.0,7.353692555481992,89.41853367829762,8.02,A,,B+,B+,A,B+,480144000.0,4.99
1462,A060980,HL홀딩스,HL홀딩스보통주,에이치엘홀딩스(주),코스피 금융,I.021,12,2022,54.1,36.55,25.600534669800858,12.3,84.0,2.2356838203562517,80.05575149765903,4.98,A,,A,A,A+,A,322016000.0,4.86
1463,A060980,HL홀딩스,HL홀딩스보통주,에이치엘홀딩스(주),코스피 금융,I.021,12,2023,54.11,36.39,-5.336997450279812,8.95,77.0,3.4974077701218,60.43043352747131,2.16,A,,A,A,A+,A,338641000.0,4.08
2476,A063160,종근당바이오,종근당바이오보통주,(주)종근당바이오,코스피 제약,I.009,12,2020,59.91,27.93,-9.378116043323658,7.73,75.0,6.628713090121832,61.837182994125584,3.17,,,B+,B+,A,B+,438328000.0,5.23
2477,A063160,종근당바이오,종근당바이오보통주,(주)종근당바이오,코스피 제약,I.009,12,2021,53.92,35.87,14.25657703032277,-6.21,86.0,-2.406841005013417,75.39805498209128,-3.6,,,B+,B,A,B,229313000.0,5.44
2478,A063160,종근당바이오,종근당바이오보통주,(주)종근당바이오,코스피 제약,I.009,12,2022,47.28,44.44,9.85607130412729,-9.49,101.0,-1.9446162625395231,55.10123818519832,-5.48,,,B+,A,A,B,130566000.0,6.93
2479,A063160,종근당바이오,종근당바이오보통주,(주)종근당바이오,코스피 제약,I.009,12,2023,41.88,50.01,2.7623603690555054,-12.57,118.0,-4.230415476452284,43.284649082585695,-7.98,,,B+,B+,A,B+,130840000.0,6.29
220,A064350,현대로템,현대로템보통주,현대로템(주),코스피 운송장비·부품,I.015,12,2020,31.67,27.69,20.074139823897386,1.58,262.0,1.9837836920769478,113.96489400704787,0.95,BBB+,A3+,A,A,A+,A,1877247000.0,6.76
221,A064350,현대로템,현대로템보통주,현대로템(주),코스피 운송장비·부품,I.015,12,2021,30.41,29.73,5.102168369986848,6.26,224.00000000000003,0.8264946490736682,115.38238116724544,2.07,BBB+,A3+,A,A,A+,A,2270160000.0,7.17
222,A064350,현대로템,현대로템보통주,현대로템(주),코스피 운송장비·부품,I.015,12,2022,31.31,23.76,10.374522424665255,5.73,231.0,23.071542535724777,120.74699163955127,4.91,A-,A2-,A,A,A+,A,3099641000.0,8.79
223,A064350,현대로템,현대로템보통주,현대로템(주),코스피 운송장비·부품,I.015,12,2023,31.44,10.63,12.650702389316448,5.87,227.0,20.654685403890426,106.38738481379713,3.39,A,A2,A+,A+,A+,A,2903185000.0,7.39
976,A064960,SNT모티브,SNT모티브보통주,에스앤티모티브(주),코스피 운송장비·부품,I.015,12,2020,70.27,0.01,-1.4186495809582644,10.14,118.0,41.503012461572624,189.388498119988,5.11,,,B,C,B,B+,722383000.0,7.19
977,A064960,SNT모티브,SNT모티브보통주,에스앤티모티브(주),코스피 운송장비·부품,I.015,12,2021,74.78,0.01,2.526803970940139,10.44,112.00000000000001,21.55846829869378,220.19728493394243,7.39,,,C,C,D,B,688019000.0,9.99
978,A064960,SNT모티브,SNT모티브보통주,에스앤티모티브(주),코스피 운송장비·부품,I.015,12,2022,71.82,0.01,11.704007513594483,11.26,115.99999999999999,30.308501391802228,197.13610668529654,7.73,,,C,C,C,C,614172000.0,9.97
979,A064960,SNT모티브,SNT모티브보통주,에스앤티모티브(주),코스피 운송장비·부품,I.015,12,2023,78.12,0.01,10.936215967930153,10.79,123.0,34.88058916532214,283.43695498212537,7.44,,,C,C,C,C,631719000.0,6.04
112,A066570,LG전자,LG전자보통주,엘지전자(주),코스피 전기·전자,I.013,12,2020,33.41,26.76,-13.675763014541499,5.23,263.0,11.24134112141547,66.73357659558943,4.24,AA,,A,A,A+,A,23188921000.0,4.67
113,A066570,LG전자,LG전자보통주,엘지전자(주),코스피 전기·전자,I.013,12,2021,30.04,26.16,9.619910453493418,2.31,288.0,5.006310839124005,65.63402960700691,-3.08,AA,,A,A,A+,A,23709080000.0,8.61
114,A066570,LG전자,LG전자보통주,엘지전자(주),코스피 전기·전자,I.013,12,2022,34.44,26.69,2.494675793270562,0.4,296.0,2.035658609572942,62.984531250336836,2.93,AA,,A,A+,A,A,14878207000.0,8.45
115,A066570,LG전자,LG전자보통주,엘지전자(주),코스피 전기·전자,I.013,12,2023,33.12,29.55,3.873570951605565,2.0,283.0,6.158678553500786,70.94445908325324,3.32,AA,,A,A,A+,B+,17446465000.0,6.78
380,A066970,엘앤에프,엘앤에프보통주,(주)엘앤에프,코스피 전기·전자,I.013,12,2020,44.57,41.48,14.065852960182102,0.13,215.0,16.278015072951455,74.08886617891031,-3.59,,,B+,B,B+,B+,2006199000.0,8.06
