NO,기업명,기업코드,ESG등급,환경,사회,지배구조,평가년도,ESG 등급조정,환경 등급조정,사회 등급조정,지배구조 등급조정
10559,HD현대마린엔진,071970,C,C,C,C,2024,,,,
10558,HD현대미포,010620,A,A,A+,B+,2023,,,,
10557,HD현대미포,010620,A,A,A+,A,2024,,,,
10556,HD현대에너지솔루션,322000,A,A,A,B+,2023,,,,
10555,HD현대에너지솔루션,322000,A,B+,A,A,2024,,,,
10554,HD현대인프라코어,042670,A,A+,A+,B+,2023,,,,
10553,HD현대인프라코어,042670,A+,A+,A+,A,2024,,,,
10552,HD현대일렉트릭,267260,A,A,A+,A,2023,,,,
10551,HD현대일렉트릭,267260,A+,A+,A+,A,2024,,,,
10550,HD현대중공업,329180,A,A,A,B+,2023,,,,
10549,HD현대중공업,329180,A,A,A+,B+,2024,,,,
10548,HJ중공업,097230,B,C,B+,B+,2022,,,,
10547,HJ중공업,097230,B+,B,B+,B+,2023,,,,
10546,HJ중공업,097230,A,A,A+,B+,2024,,,,
10545,HK이노엔,195940,A,A,A+,A,2023,,,,
10544,HK이노엔,195940,A+,A,A+,A+,2024,,,,
10543,HL D&I,014790,B+,B+,A,B+,2022,통합 등급조정(2022.11),,사회 등급조정(2022.11),
10542,HL D&I,014790,A,A,A+,B+,2023,,,,
10541,HL D&I,014790,A+,A+,A+,A,2024,,,,
10540,HLB,028300,C,C,B,D,2022,,,,
10539,HLB,028300,C,B+,B+,D,2023,,,,
10538,HLB,028300,B+,B+,B+,B,2024,,,,
10537,HLB글로벌,003580,D,D,D,D,2023,,,,
10536,HLB글로벌,003580,D,D,D,D,2024,,,,
10535,HLB생명과학,067630,C,D,B,B,2022,,,,
10534,HLB생명과학,067630,B,C,B,B,2023,,,,
10533,HLB생명과학,067630,C,D,C,C,2024,,,,
10532,HL글로벌,003580,D,D,C,D,2022,,,,
10531,HL만도,204320,A,B+,A+,A,2023,,,,
10530,HL만도,204320,A,A,A+,A,2024,,,,
10529,HL홀딩스,060980,A,A,A+,A,2023,,,,
10528,HL홀딩스,060980,A,A,A+,A,2024,,,,
10527,HMM,011200,A,A,A+,A,2020,,,,
10526,HMM,011200,A,A,A+,A,2021,,,,
10525,HMM,011200,A,A+,A,B+,2022,,,,
10524,HMM,011200,A,A+,A+,B+,2023,,,,
10523,HMM,011200,A,A,A+,A,2024,,,,
10522,HPSP,403870,C,C,D,C,2024,,,,
10521,HSD엔진,082740,A,A,A,A,2018,,,,
10520,HSD엔진,082740,A,B+,A+,A,2019,,,,
10519,HSD엔진,082740,A,B+,A,A,2020,,,,
10518,HSD엔진,082740,A,B+,A,A,2021,,,,
10517,HSD엔진,082740,B+,B,A,B+,2022,,,,
10516,HS애드,035000,B,D,C,B+,2023,,,,
10515,HS애드,035000,B,C,D,A,2024,,,,
10514,HS화성,002460,C,C,C,B+,2024,,,,
10513,HS효성첨단소재,298050,A,A,A+,B+,2024,,,,
10512,ISC,095340,D,C,C,D,2023,,,,
10511,ISC,095340,B,C,B+,B,2024,,,,
10510,JB금융지주,175330,미공개,미공개,미공개,A+,2015,,,,
10509,JB금융지주,175330,미공개,미공개,미공개,A+,2016,,,,
10508,JB금융지주,175330,미공개,미공개,미공개,A,2017,,,,
10507,JB금융지주,175330,B+,미공개,A,미공개,2018,,,,
10506,JB금융지주,175330,A,B+,A,A,2019,,,,
10505,JB금융지주,175330,A+,A,A,A+,2020,,,,
10504,JB금융지주,175330,A+,A,A+,A+,2021,,,,
10503,JB금융지주,175330,A,A,A+,A,2022,,,,
10502,JB금융지주,175330,A,A+,A,A,2023,,,,
10501,JB금융지주,175330,A,A+,A,A,2024,,,,
10500,JW생명과학,234080,미공개,B+,미공개,B,2017,,,,
10499,JW생명과학,234080,B+,B+,B+,B,2018,,,,
10498,JW생명과학,234080,B+,B+,B+,B+,2019,,,,
10497,JW생명과학,234080,B+,B+,B+,B+,2020,,,,
10496,JW생명과학,234080,B,B,B+,B,2021,,,,
10495,JW생명과학,234080,C,C,B+,C,2022,,,,
10494,JW생명과학,234080,B+,B+,A,B,2023,,,,
10493,JW생명과학,234080,B+,B+,A,B,2024,,,,
10492,JW중외제약,001060,미공개,미공개,미공개,미공개,2012,,,,
10491,JW중외제약,001060,미공개,미공개,미공개,C,2013,,,,
10490,JW중외제약,001060,미공개,미공개,미공개,C,2014,,,,
10489,JW중외제약,001060,미공개,미공개,미공개,C,2015,,,,
10488,JW중외제약,001060,미공개,미공개,미공개,B,2016,,,,
10487,JW중외제약,001060,미공개,미공개,B+,B,2017,,,,
10486,JW중외제약,001060,B+,미공개,B+,B+,2018,,,,
10485,JW중외제약,001060,B+,B,A,B+,2019,,,,
10484,JW중외제약,001060,B,B,B+,B,2020,,,,
10483,JW중외제약,001060,B,C,B+,B+,2021,,,,
10482,JW중외제약,001060,C,B,B+,D,2022,,,,
10481,JW중외제약,001060,B+,B,A,B+,2023,,,,
10480,JW중외제약,001060,B+,B+,A,B+,2024,,,,
10479,JW홀딩스,096760,미공개,미공개,미공개,미공개,2012,,,,
10478,JW홀딩스,096760,미공개,미공개,미공개,B,2013,,,,
10477,JW홀딩스,096760,미공개,미공개,미공개,B,2014,,,,
10476,JW홀딩스,096760,미공개,미공개,미공개,B,2015,,,,
10475,JW홀딩스,096760,미공개,미공개,B+,C,2016,,,,
10474,JW홀딩스,096760,미공개,미공개,미공개,B+,2017,,,,
10473,JW홀딩스,096760,미공개,미공개,B+,B,2018,,,,
10472,JW홀딩스,096760,B,미공개,B+,B,2019,,,,
10471,JW홀딩스,096760,B+,C,B+,B+,2020,,,,
10470,JW홀딩스,096760,B,D,B+,B+,2021,,,,
10469,JW홀딩스,096760,B+,C,B+,B+,2022,,,,
10468,JW홀딩스,096760,B+,B,A,B+,2023,,,,
10467,JW홀딩스,096760,B+,B+,A,B+,2024,,,,
10466,JYP Ent.,035900,미공개,미공개,미공개,B,2019,,,,
10465,JYP Ent.,035900,B,D,B,B,2020,,,,
10464,JYP Ent.,035900,B,D,B,B,2021,,,,
10463,JYP Ent.,035900,B,C,A,B,2022,,,,
10462,JYP Ent.,035900,B+,A,A+,B,2023,,,,
10461,JYP Ent.,035900,B,A,A+,C,2024,,,,
10460,KB국민카드,861717,등급없음,등급없음,등급없음,A,2019,,,,
10459,KB금융,105560,A+,A,A+,A+,2012,,,,
10458,KB금융,105560,A+,A+,A+,A+,2013,,,,
10457,KB금융,105560,A,A,B+,A,2014,,,,
10456,KB금융,105560,B+,B+,B+,A,2015,통합 등급조정(2016.2),,사회 등급조정(2016.2),
10455,KB금융,105560,A+,A,A+,A+,2016,,,,
10454,KB금융,105560,A,A,A,A,2017,,,사회 등급조정(2017.8),
10453,KB금융,105560,A+,A+,A,A+,2018,,,사회 등급조정(2018.10),
10452,KB금융,105560,A+,A+,A,A+,2019,,,사회 등급조정(2020.1),
10451,KB금융,105560,A+,A+,A+,A+,2020,,,,
10450,KB금융,105560,A+,A+,A+,A+,2021,,,,
10449,KB금융,105560,A+,A+,A+,A+,2023,,,,
10448,KB금융,105560,A,A+,A+,A,2024,,,,
10447,KB금융지주,105560,A+,A+,A+,A+,2022,,,,
10446,KB라이프생명보험,839185,등급없음,등급없음,등급없음,A,2024,,,,
10445,KB생명보험,805087,등급없음,등급없음,등급없음,B+,2019,,,,
10444,KB손해보험,002550,등급없음,등급없음,등급없음,A,2019,,,,
10443,KB손해보험,002550,등급없음,등급없음,등급없음,A,2020,,,,
10442,KB손해보험,002550,등급없음,등급없음,등급없음,A,2021,,,,
10441,KB손해보험,002550,등급없음,등급없음,등급없음,A,2022,,,,
10440,KB손해보험,002550,등급없음,등급없음,등급없음,A,2023,,,,
10439,KB손해보험,002550,등급없음,등급없음,등급없음,A,2024,,,,
10438,KB증권,003450,등급없음,등급없음,등급없음,B+,2019,,,,
10437,KB캐피탈,021960,미공개,미공개,미공개,A,2012,,,,
10436,KB캐피탈,021960,미공개,미공개,미공개,B+,2013,,,,
10435,KB캐피탈,021960,미공개,미공개,미공개,B+,2014,,,,
10434,KB캐피탈,021960,미공개,미공개,미공개,A,2015,,,,
10433,KB캐피탈,021960,B+,미공개,미공개,A+,2016,,,,
10432,KB캐피탈,021960,등급없음,등급없음,등급없음,A,2019,,,,
10431,KB캐피탈,021960,등급없음,등급없음,등급없음,A,2020,,,,
10430,KB캐피탈,021960,등급없음,등급없음,등급없음,A,2022,,,,
10429,KCC건설,021320,미공개,미공개,B,B,2019,,,,
10428,KCC건설,021320,C,C,B,C,2020,,,,
10427,KCC건설,021320,C,C,B,B,2021,,,,
10426,KCC건설,021320,D,D,D,D,2022,,,,
10425,KCC건설,021320,D,D,D,D,2023,,,,
10424,KCC건설,021320,C,C,D,B,2024,,,,
10423,KCI,036670,C,C,C,B,2021,,,,
10422,KCI,036670,C,B,B+,C,2022,,,,
10421,KCI,036670,B+,A,A,B,2023,,,,
10420,KCI,036670,A,A,A,B+,2024,,,,
10419,KC그린홀딩스,009440,미공개,미공개,미공개,미공개,2012,,,,
10418,KC그린홀딩스,009440,미공개,미공개,미공개,B,2013,,,,
10417,KC그린홀딩스,009440,미공개,미공개,미공개,B,2014,,,,
10416,KC그린홀딩스,009440,미공개,미공개,미공개,B,2015,,,,
10415,KC그린홀딩스,009440,미공개,미공개,A,B,2016,,,,
10414,KC그린홀딩스,009440,미공개,미공개,미공개,B,2017,,,,
10413,KC그린홀딩스,009440,미공개,미공개,미공개,B,2018,,,,
10412,KC그린홀딩스,009440,B,B,B,B,2019,,,,
10411,KC그린홀딩스,009440,B,B,B+,B,2020,,,,
10410,KC그린홀딩스,009440,B,D,C,B+,2021,,,,
10409,KC그린홀딩스,009440,D,D,D,C,2022,,,,
10408,KC그린홀딩스,009440,C,C,D,C,2023,,,,
10407,KC그린홀딩스,009440,B,B,B,B,2024,,,,
10406,KC코트렐,119650,미공개,미공개,미공개,미공개,2012,,,,
10405,KC코트렐,119650,미공개,미공개,미공개,B,2013,,,,
10404,KC코트렐,119650,미공개,B+,미공개,B,2014,,,,
10403,KC코트렐,119650,미공개,미공개,미공개,B,2015,,,,
10402,KC코트렐,119650,미공개,미공개,미공개,B,2016,,,,
10401,KC코트렐,119650,미공개,미공개,미공개,B,2017,,,,
10400,KC코트렐,119650,미공개,미공개,미공개,B,2018,,,,
10399,KC코트렐,119650,B,B,미공개,B,2019,,,,
10398,KC코트렐,119650,B,B,B,B,2020,,,,
10397,KC코트렐,119650,C,D,C,B+,2021,,,,
10396,KC코트렐,119650,D,D,D,C,2022,,,,
10395,KC코트렐,119650,C,C,D,C,2023,,,,
10394,KC코트렐,119650,C,B,B,C,2024,,,,
10393,KEC,092220,미공개,미공개,미공개,미공개,2012,,,,
10392,KEC,092220,미공개,미공개,미공개,B,2013,,,,
10391,KEC,092220,미공개,B+,미공개,B,2014,,,,
10390,KEC,092220,미공개,B+,미공개,C,2015,,,,
10389,KEC,092220,미공개,B+,미공개,C,2016,,,,
10388,KEC,092220,미공개,B+,미공개,B,2017,,,,
10387,KEC,092220,미공개,B+,미공개,B,2018,,,,
10386,KEC,092220,B,B,미공개,B,2019,,,사회 등급조정(2020.1),
10385,KEC,092220,B,B+,B+,C,2020,,,,
10384,KEC,092220,B,B,B+,B,2021,,,,
10383,KEC,092220,C,C,D,C,2022,,,,
10382,KEC,092220,D,C,C,D,2023,,,,
10381,KEC,092220,C,C,D,C,2024,,,,
10380,KG ETS,151860,B,B+,C,B,2021,,,,
10379,KG ETS,151860,D,C,D,D,2022,,,,
10378,KGP,109070,미공개,미공개,미공개,미공개,2012,,,,
10377,KGP,109070,미공개,미공개,미공개,C,2013,,,,
10376,KGP,109070,미공개,미공개,미공개,C,2014,,,,
10375,KGP,109070,미공개,미공개,미공개,C,2015,,,,
10374,KGP,109070,미공개,미공개,미공개,B,2016,,,,
10373,KGP,109070,미공개,미공개,미공개,D,2017,,,,
10372,KG동부제철,016380,B,B+,B,B,2021,,,,
10371,KG모빌리언스,046440,C,D,C,C,2021,,,,
10370,KG모빌리언스,046440,D,D,D,C,2022,,,,
10369,KG모빌리언스,046440,D,D,D,D,2023,,,,
10368,KG모빌리언스,046440,C,C,A,C,2024,,,,
10367,KG모빌리티,003620,D,C,C,D,2023,,,,
10366,KG모빌리티,003620,C,C,D,C,2024,,,,
10365,KG스틸,016380,C,B,B+,D,2022,,,,
10364,KG스틸,016380,B,B+,A,C,2023,,,,
10363,KG스틸,016380,B,B+,A,C,2024,,,,
10362,KG이니시스,035600,미공개,미공개,B,D,2019,,,,
10361,KG이니시스,035600,C,D,B,D,2020,,,,
10360,KG이니시스,035600,C,D,B+,C,2021,,,,
10359,KG이니시스,035600,D,D,C,D,2022,,,,
10358,KG이니시스,035600,C,D,B,D,2023,,,,
10357,KG이니시스,035600,C,C,B+,D,2024,,,,
10356,KG케미칼,001390,미공개,미공개,미공개,미공개,2012,,,,
10355,KG케미칼,001390,미공개,미공개,미공개,D,2013,,,,
10354,KG케미칼,001390,미공개,미공개,미공개,C,2014,,,,
10353,KG케미칼,001390,미공개,미공개,미공개,B,2015,,,,
10352,KG케미칼,001390,미공개,미공개,미공개,C,2016,,,,
10351,KG케미칼,001390,미공개,미공개,미공개,D,2017,,,,지배구조 등급조정(2018.3)
10350,KG케미칼,001390,미공개,미공개,미공개,D,2018,,환경 등급조정(2018.10),,
10349,KG케미칼,001390,미공개,미공개,미공개,C,2019,,,,
10348,KG케미칼,001390,D,C,C,D,2020,,,,
10347,KG케미칼,001390,C,C,C,B,2021,,,,
10346,KG케미칼,001390,D,D,D,D,2022,,,,
10345,KG케미칼,001390,C,C,D,C,2023,,,,
10344,KG케미칼,001390,C,B+,B,C,2024,,,,
10343,KH 필룩스,033180,C,C,B,C,2021,,,,
10342,KH 필룩스,033180,D,D,C,D,2022,,,,
10341,KH 필룩스,033180,D,C,C,D,2023,,,,
10340,KH 필룩스,033180,D,C,D,D,2024,,,,
10339,KH바텍,060720,B,B,B,B,2021,,,,
10338,KH바텍,060720,B+,B,A,B+,2022,,,,
10337,KH바텍,060720,A,A,A+,A,2023,,,,
10336,KH바텍,060720,A,A,A+,A,2024,,,,
10335,KIB플러그에너지,015590,D,D,D,D,2023,,,,
10334,KIB플러그에너지,015590,D,C,D,D,2024,,,,
10333,KISCO홀딩스,001940,미공개,미공개,미공개,미공개,2012,,,,
10332,KISCO홀딩스,001940,미공개,미공개,미공개,B,2013,,,,
10331,KISCO홀딩스,001940,미공개,미공개,미공개,B,2014,,,,
10330,KISCO홀딩스,001940,미공개,미공개,미공개,B+,2015,,,,
10329,KISCO홀딩스,001940,미공개,미공개,미공개,B,2016,,,,
10328,KISCO홀딩스,001940,미공개,미공개,미공개,B,2017,,,,
10327,KISCO홀딩스,001940,미공개,미공개,미공개,B+,2018,,,,
10326,KISCO홀딩스,001940,B,B,미공개,B,2019,,,,
10325,KISCO홀딩스,001940,C,B,B,C,2020,,,,
10324,KISCO홀딩스,001940,B,B,B,B,2021,,,,
10323,KISCO홀딩스,001940,C,C,D,C,2022,,,,
10322,KISCO홀딩스,001940,D,C,D,D,2023,,,,
10321,KISCO홀딩스,001940,D,C,D,D,2024,,,,
10320,KPX그린케미칼,083420,미공개,B+,미공개,미공개,2012,,,,
10319,KPX그린케미칼,083420,미공개,B+,미공개,B,2013,,,,
10318,KPX그린케미칼,083420,미공개,B+,미공개,C,2014,,,,
10317,KPX그린케미칼,083420,미공개,B+,미공개,B,2015,,,,
10316,KPX그린케미칼,083420,미공개,B+,미공개,B,2016,,,,
10315,KPX그린케미칼,083420,미공개,B+,미공개,D,2017,,,,
10314,KPX케미칼,025000,미공개,B+,미공개,미공개,2012,,,,
10313,KPX케미칼,025000,미공개,미공개,미공개,B+,2013,,,,
10312,KPX케미칼,025000,미공개,미공개,미공개,B,2014,,,,
10311,KPX케미칼,025000,미공개,미공개,미공개,B,2015,,,,
10310,KPX케미칼,025000,미공개,미공개,미공개,B,2016,,,,
10309,KPX케미칼,025000,미공개,미공개,미공개,C,2017,,,,
10308,KPX케미칼,025000,미공개,미공개,미공개,B,2018,,,,
10307,KPX케미칼,025000,B,B,미공개,B,2019,,,,
10306,KPX케미칼,025000,B,B,C,B,2020,,,,
10305,KPX케미칼,025000,C,B,C,C,2021,,,,
10304,KPX케미칼,025000,D,C,C,D,2022,,,,
10303,KPX케미칼,025000,C,C,C,C,2023,,,,
10302,KPX케미칼,025000,D,C,D,D,2024,,,,
10301,KPX홀딩스,092230,미공개,미공개,미공개,미공개,2012,,,,
10300,KPX홀딩스,092230,미공개,미공개,미공개,B,2013,,,,
10299,KPX홀딩스,092230,미공개,미공개,미공개,B,2014,,,,
10298,KPX홀딩스,092230,미공개,미공개,미공개,B,2015,,,,
10297,KPX홀딩스,092230,미공개,미공개,미공개,B,2016,,,,
10296,KPX홀딩스,092230,미공개,미공개,미공개,B,2017,,,,
10295,KPX홀딩스,092230,미공개,미공개,미공개,B,2018,,,,
10294,KPX홀딩스,092230,미공개,미공개,미공개,B,2019,,,,
10293,KPX홀딩스,092230,C,C,C,B,2020,,,,
10292,KPX홀딩스,092230,B,B,C,B+,2021,,,,
10291,KPX홀딩스,092230,C,D,C,C,2022,,,,
10290,KPX홀딩스,092230,C,C,C,C,2023,,,,
10289,KPX홀딩스,092230,D,C,D,D,2024,,,,
10288,KR모터스,000040,미공개,미공개,미공개,미공개,2012,,,,
10287,KR모터스,000040,미공개,미공개,미공개,C,2013,,,,
10286,KR모터스,000040,미공개,미공개,미공개,B,2014,,,,
10285,KR모터스,000040,미공개,미공개,미공개,C,2015,,,,
10284,KR모터스,000040,미공개,미공개,미공개,B,2016,,,,
10283,KR모터스,000040,미공개,미공개,미공개,B,2017,,,,
10282,KR모터스,000040,미공개,미공개,미공개,C,2018,,,,
10281,KR모터스,000040,미공개,미공개,B,C,2019,,,,
10280,KR모터스,000040,C,D,C,B,2020,,,,
10279,KR모터스,000040,C,D,C,B,2021,,,,
10278,KR모터스,000040,D,D,D,D,2022,,,,
10277,KR모터스,000040,D,D,D,D,2023,,,,
10276,KR모터스,000040,D,D,D,D,2024,,,,
10275,KSS해운,044450,미공개,미공개,미공개,미공개,2012,,,,
10274,KSS해운,044450,미공개,미공개,미공개,B,2013,,,,
10273,KSS해운,044450,미공개,미공개,미공개,B+,2014,,,,
10272,KSS해운,044450,미공개,미공개,미공개,B,2015,,,,
10271,KSS해운,044450,B+,미공개,A,B,2016,,,,
10270,KSS해운,044450,B+,B+,미공개,B+,2017,,,,
10269,KSS해운,044450,미공개,미공개,B+,B,2018,,,,
10268,KSS해운,044450,B+,B,B+,B+,2019,,,,
10267,KSS해운,044450,B+,B,B+,B+,2020,,,,
10266,KSS해운,044450,A,B+,A+,A,2021,,,,
10265,KSS해운,044450,B+,B+,A,B+,2022,,,,
10264,KSS해운,044450,B+,B+,A,B+,2023,,,,
10263,KSS해운,044450,B+,B+,A,B+,2024,,,,
10262,KTB투자증권,030210,미공개,미공개,미공개,B+,2012,,,,
10261,KTB투자증권,030210,미공개,미공개,미공개,B+,2013,,,,
10260,KTB투자증권,030210,미공개,미공개,미공개,B,2014,,,,
10259,KTB투자증권,030210,미공개,미공개,미공개,C,2015,,,,
10258,KTB투자증권,030210,미공개,미공개,미공개,B+,2016,,,,
10257,KTB투자증권,030210,미공개,미공개,미공개,B+,2017,,,,
10256,KTB투자증권,030210,미공개,미공개,미공개,미공개,2018,,,,
10255,KTB투자증권,030210,미공개,미공개,B,C,2019,,,,
10254,KTB투자증권,030210,C,D,B,C,2020,,,,
10253,KTB투자증권,030210,B+,C,A,B+,2021,,,,
10252,KTH,036030,B,미공개,B,B+,2019,,,,
10251,KTH,036030,B+,C,B+,B+,2020,,,,
10250,KTcs,058850,미공개,미공개,미공개,미공개,2012,,,,
10249,KTcs,058850,미공개,미공개,미공개,B,2013,,,,
10248,KTcs,058850,미공개,미공개,미공개,B,2014,,,,
10247,KTcs,058850,미공개,미공개,미공개,B+,2015,,,,
10246,KTcs,058850,미공개,미공개,B+,B+,2016,,,,
10245,KTcs,058850,미공개,미공개,B+,B+,2017,,,,
10244,KTcs,058850,미공개,미공개,B+,B+,2018,,,,
10243,KTcs,058850,B,미공개,B+,B+,2019,,,,
10242,KTcs,058850,B,D,B+,B+,2020,,,,
10241,KTcs,058850,A,B+,A,A,2021,,,,
10240,KTcs,058850,A,B+,A,A,2022,,,,
10239,KTcs,058850,A,A,A,A,2023,,,,
10238,KTcs,058850,A,A,A+,A,2024,,,,
10237,KTis,058860,B,미공개,B+,B+,2019,,,,
10236,KTis,058860,B,D,B+,B+,2020,,,,
10235,KTis,058860,A,B+,A+,A,2021,,,,
10234,KTis,058860,B+,B+,B+,B+,2022,,,,
10233,KTis,058860,B+,B+,A,B+,2023,,,,
10232,KTis,058860,B+,A,B+,B+,2024,,,,
10231,KT서브마린,060370,B,미공개,B,B+,2019,,,,
10230,KT서브마린,060370,B,D,B+,B+,2020,,,,
10229,KT서브마린,060370,B,C,B,B+,2021,,,,
10228,KT서브마린,060370,C,D,D,B+,2022,,,,
10227,LB세미콘,061970,B,A,A,D,2023,,,,
10226,LB세미콘,061970,C,B+,A,D,2024,,,,
10225,LF,093050,미공개,미공개,미공개,미공개,2012,,,,
10224,LF,093050,미공개,미공개,미공개,B,2013,,,,
10223,LF,093050,미공개,미공개,미공개,B,2014,,,,
10222,LF,093050,미공개,미공개,미공개,B,2015,,,,
10221,LF,093050,미공개,미공개,미공개,B,2016,,,,
10220,LF,093050,미공개,미공개,미공개,B+,2017,,,,
10219,LF,093050,미공개,미공개,미공개,B,2018,,,,
10218,LF,093050,B,미공개,B,B+,2019,,,,
10217,LF,093050,B,D,B,B+,2020,,,,
10216,LF,093050,B,D,B,B+,2021,,,,
10215,LF,093050,B,D,B,B+,2022,,,,
10214,LF,093050,B+,B,B,B+,2023,,,,
10213,LF,093050,B+,B+,B+,B+,2024,,,,
10212,LG,003550,미공개,미공개,미공개,미공개,2012,,,,
10211,LG,003550,B+,미공개,B+,A,2013,,,,
10210,LG,003550,B+,미공개,B+,A,2014,,,,
10209,LG,003550,B+,미공개,B+,A,2015,,,,
10208,LG,003550,B+,미공개,B+,A,2016,,,,
10207,LG,003550,B+,미공개,B+,B+,2017,,,,
10206,LG,003550,B+,B+,A,B+,2018,통합 등급조정(2018.10),,사회 등급조정(2018.10),
10205,LG,003550,B+,B,A,B+,2019,,,,
10204,LG,003550,A,B+,A+,B+,2020,,,,
10203,LG,003550,A,A,A+,A,2021,,,,
10202,LG,003550,A,B+,A+,A,2022,,,,
10201,LG,003550,A,A,A+,A,2023,,,,
10200,LG,003550,A,A,A+,B+,2024,,,,
10199,LG디스플레이,034220,B+,B+,B+,B+,2012,,,,
10198,LG디스플레이,034220,B+,B+,A,B+,2013,,,,
10197,LG디스플레이,034220,A,A,A,B+,2014,,,,
10196,LG디스플레이,034220,B+,A,B+,B+,2015,,,사회 등급조정(2015.8),
10195,LG디스플레이,034220,B+,B+,A,B+,2016,,,,
10194,LG디스플레이,034220,A,A,A,B+,2017,,,사회 등급조정(2017.8),
10193,LG디스플레이,034220,A,A,A+,B+,2018,,,,
10192,LG디스플레이,034220,B+,B+,A,B,2019,,,,
10191,LG디스플레이,034220,B+,B,A,B+,2020,통합 등급조정(2021.4),환경 등급조정(2021.4),사회 등급조정(2021.4),
10190,LG디스플레이,034220,B+,B,A,B+,2021,통합 등급조정(2021.10),환경 등급조정(2021.10),사회 등급조정(2021.10),
10189,LG디스플레이,034220,A,A,A,B+,2022,,,,
10188,LG디스플레이,034220,B+,A,A+,B,2023,,,,
10187,LG디스플레이,034220,B+,B+,A,B+,2024,,,,
10186,LG상사,001120,미공개,미공개,미공개,B+,2012,,,,
10185,LG상사,001120,B+,B+,B+,B+,2013,,,,
10184,LG상사,001120,B+,B+,B+,B+,2014,,,,
10183,LG상사,001120,B+,B+,B+,B+,2015,,,,
10182,LG상사,001120,B+,B+,A,B+,2016,,,,
10181,LG상사,001120,B+,B+,A,B,2017,,,,
10180,LG상사,001120,B+,B+,A,B+,2018,,,,
10179,LG상사,001120,B+,미공개,A,B+,2019,,,,
10178,LG상사,001120,A,A,A+,A,2020,,,,
10177,LG생명과학,068870,B+,B+,B+,B+,2012,,,,
10176,LG생명과학,068870,B+,B+,B+,B+,2013,,,,
10175,LG생명과학,068870,B+,미공개,B+,B+,2014,,,,
10174,LG생명과학,068870,B+,B+,B+,B+,2015,,,,
10173,LG생명과학,068870,B+,B+,A,B+,2016,,,,
10172,LG생활건강,051900,A,A,A+,B+,2012,,,,
10171,LG생활건강,051900,A,A,A+,B+,2013,,,,
10170,LG생활건강,051900,A,A,A,B+,2014,,,,
10169,LG생활건강,051900,A,A,A+,B+,2015,,,,
10168,LG생활건강,051900,A,A,A+,B+,2016,,,,
10167,LG생활건강,051900,A,A,A+,B+,2017,,,,
