학교_식별자,소재지지번주소,개방ID,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,2037_해당지역예측학생수,2038_해당지역예측학생수,2039_해당지역예측학생수,2024년_예측_학생수,2025년_예측_학생수,2026년_예측_학생수,2027년_예측_학생수,2028년_예측_학생수,2029년_예측_학생수,2030년_예측_학생수,2031년_예측_학생수,2032년_예측_학생수,2033년_예측_학생수,2034년_예측_학생수,2035년_예측_학생수,2036년_예측_학생수,2037년_예측_학생수,2038년_예측_학생수,2039년_예측_학생수
개포고등학교 (서울),서울특별시 강남구 개포동 173,1232318997,37.484953,127.0594065,서울특별시 강남구,1329,1330,1338,1312,1269,1205,1173,1118,983,801,643,622,642,639,693,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0,717.1445384524774,718.3498046406397,713.4426494459791,728.5084767980069,772.8450544339738,748.3092784606719,739.0976011654319,712.5817450258634,675.6489454028928,572.512595873012,430.0329143438363,311.83073746192804,217.1312512491828,153.76868592865515,88.94258309393047,83.77715657323529
거제고등학교 (경남),경상남도 거제시 아주동 295-8,7969617128,34.86108759,128.6884261,거제시,941,1007,1032,1027,1020,1030,1017,1031,1000,921,855,808,813,807,794,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,955.4681272391642,1029.0976904052168,1076.8181074661593,1127.4466939878794,1181.7765870960438,1168.5576350016,1165.6494655408223,1157.718094284156,1151.5051867997674,1049.058308067827,850.3774580883351,636.891381763066,482.4940212999611,372.5123398741878,285.39944557180246,202.12004737680581
거제상문고등학교 (경남),경상남도 거제시 문동동 438,5592556059,34.86339304,128.6467154,거제시,0,0,0,0,472,896,1290,1272,1252,1177,1087,1023,1025,1024,1056,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,1206.0308039894917,1292.3128638220655,1348.2335525106816,1407.562150205252,1471.2280866346737,1455.7375911530626,1452.329682147108,1443.0353848581415,1435.7548519817842,1315.7035119992981,1082.8813649106833,832.709862882664,651.7808756574462,522.8999532504419,420.81758802662466,323.2274664924747
거제여자상업고등학교 (경남),경상남도 거제시 거제면 동상리 646,8018182814,34.85121955,128.5946948,거제시,623,577,520,566,479,434,351,320,227,196,154,144,143,139,167,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,250.32669907228865,305.1536387256657,340.6877953053229,378.38746835243853,418.8432532672284,408.99999659696323,406.83448012950487,400.9285261273458,396.3021954923212,320.0169562977661,172.07280854368048,13.104213318897905,-101.8650245897993,-183.76092008640552,-248.62798154345302,-310.64049856612365
거제옥포고등학교 (경남),경상남도 거제시 옥포동 1254-1,1406810641,34.90540807,128.685988,거제시,1234,1274,1293,1325,1300,1180,1099,1137,1166,1093,1003,951,949,930,1008,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,1092.995286739607,1159.6699277015307,1202.8827560448958,1248.7290531515687,1297.9270377751784,1285.9567252146894,1283.3232564513817,1276.1410689150885,1270.5150220116586,1177.745099667869,997.8313018837196,804.5107540318226,664.6975033253113,565.1045028220431,486.22014304842065,410.8071739173401
거제제일고등학교 (경남),경상남도 거제시 거제면 서정리 540,6462432384,34.85197194,128.5867996,거제시,1008,1142,1148,1044,851,809,797,807,748,715,645,699,624,674,702,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,749.2428298151106,793.4548503319921,822.1093196436514,852.5100447028357,885.1332770770516,877.1957509519383,875.4494952044133,870.6869795293453,866.956342250542,805.4405147809133,686.1394971204592,557.948450199878,465.2381450585537,399.1979276976104,346.8896305331132,296.8832159448989
거제중앙고등학교 (경남),경상남도 거제시 고현동 1071,9180481076,34.89285581,128.6372352,거제시,1374,1455,1469,1451,1413,1362,1303,1346,1321,1226,1095,1034,1018,1012,1008,8916.0,9216.0,9047.0,8444.0,7759.0,7524.0,7406.0,7533.0,8018.0,8672.0,9229.0,9590.0,9973.0,10384.0,10284.0,10262.0,10202.0,10155.0,9380.0,7877.0,6262.0,5094.0,4262.0,3603.0,2973.0,1242.2886598726805,1351.1063544824174,1421.6327238793922,1496.4570991675953,1576.7516637719073,1557.215273357233,1552.9172674660044,1541.1954332171997,1532.0133297223028,1380.6063040085758,1086.9743560760185,771.4616508790259,543.2766108356283,380.73384258553676,251.98902975283204,128.90977014038288
거창고등학교 (경남),경상남도 거창군 거창읍 중앙리 411,5221288442,35.69290331,127.9106934,거창군,361,355,357,362,371,355,355,354,338,313,292,289,288,282,274,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0,279.81123062811946,280.23056855948255,275.53398372821596,274.02436717530884,274.6953078654898,272.3470154498565,266.8117547558637,260.3539506128721,256.91537957569477,250.03823750134012,243.99977128971162,234.43886645463317,229.74228162336658,224.45862368819164,219.17496575301672,216.91054092365601
거창대성고등학교 (경남),경상남도 거창군 거창읍 상림리 362,8324490010,35.69032647,127.9040224,거창군,597,596,590,584,588,601,596,581,560,530,484,463,463,458,470,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0,459.9293380504831,460.66147005920266,452.4615915615434,449.8259163301529,450.9973275441042,446.8973882952746,437.2332457801761,425.9584128458946,419.95493037439405,407.9479654313929,397.4052645058309,380.7126547070245,372.51277620936526,363.28791289949856,354.0630495896319,350.1095367425461
거창여자고등학교 (경남),경상남도 거창군 거창읍 중앙리 445,7436955094,35.69274942,127.908888,거창군,413,408,409,403,411,415,427,411,397,371,331,309,269,258,265,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0,275.6293106528964,276.5056254392548,266.6908998320408,263.5361666011507,264.9382702593241,260.03090745571717,248.46355227578647,234.96830456586736,227.7825233177286,213.41096082145108,200.79202789789036,180.8120507689192,170.99732516170528,159.95575885358966,148.914192545474,144.1820926991387
거창중앙고등학교 (경남),경상남도 거창군 거창읍 가지리 383,9893812417,35.69308263,127.9029093,거창군,589,594,590,587,599,603,602,591,570,525,490,473,451,444,440,2229.0,2172.0,2009.0,1822.0,1567.0,1478.0,1355.0,1305.0,1294.0,1339.0,1344.0,1288.0,1270.0,1278.0,1250.0,1184.0,1107.0,1066.0,984.0,912.0,798.0,742.0,679.0,616.0,589.0,448.6448141133307,449.5067585677018,439.85298067874544,436.7499806430094,438.12909177000324,433.302202825525,421.92453602782643,408.6505914305113,401.5826469046683,387.44675785298216,375.0347577100382,355.382424150377,345.72864626142064,334.86814613634465,324.0076460112687,319.35314595766476
건국고등학교 (부산),부산광역시 사하구 하단동 산41,5525561451,35.10952808,128.9696164,부산광역시 사하구,1048,1020,926,831,756,710,650,630,569,530,470,433,389,367,367,15158.0,14376.0,13255.0,11931.0,10580.0,9871.0,9233.0,8970.0,8864.0,9125.0,9171.0,9136.0,9257.0,9511.0,9309.0,8794.0,8271.0,7818.0,7159.0,6291.0,5419.0,4681.0,4006.0,3652.0,3401.0,388.11920844412924,390.20485691547265,388.6179504698853,394.1041127532017,405.62051952975025,396.461802329503,373.11160748728844,349.39869117179677,328.8595877474799,298.9804063862772,259.6251265357098,220.0884859485038,186.62743003868957,156.02280573093265,139.9723805384201,128.5919943143505
건국대학교사범대학부속고등학교 (서울),서울특별시 광진구 화양동 528,9615983307,37.53918267,127.0747119,서울특별시 광진구,1693,1646,1538,1523,1451,1442,1396,1428,1342,1209,1074,1016,1001,966,986,18552.0,17851.0,16313.0,14713.0,13220.0,12348.0,11544.0,10871.0,10677.0,10759.0,10451.0,10103.0,9808.0,9869.0,9493.0,9320.0,8952.0,8729.0,8065.0,7311.0,6501.0,5686.0,4973.0,4294.0,3993.0,955.8509697941847,936.7408080698523,915.1488071605415,896.845243171327,900.6300479284188,877.3007595896233,866.5668051145924,843.7338846127925,829.8976311565389,788.6991006858999,741.91643204906,691.6591885532505,641.0917151593187,596.8529316870815,554.7237115220757,536.0478716551145
건양대학교병설건양고등학교 (충남),충청남도 논산시 양촌면 남산리 564,1115271151,36.14155764,127.2343403,논산시,339,338,346,351,347,341,323,328,319,285,264,240,248,237,237,4701.0,4612.0,4274.0,3926.0,3491.0,3240.0,3077.0,3029.0,3042.0,3028.0,2963.0,2817.0,2818.0,2819.0,2694.0,2548.0,2434.0,2342.0,2187.0,2001.0,1895.0,1724.0,1549.0,1344.0,1238.0,237.43992039868158,233.79779555067321,225.61702281514678,225.67305550511614,225.7290881950855,218.72500194891558,210.54422921338914,204.15650255688217,199.00149507970113,190.31642813445043,179.8943478001496,173.95488266339754,164.37329267863709,154.5675719339992,143.08087049028057,137.14140535352848
검단고등학교 (인천),인천광역시 서구 마전동 249-16,9043774247,37.60386225,126.6647414,인천광역시 서구,962,1083,1125,1167,1207,1153,1117,992,929,783,739,774,821,785,814,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,827.1495871983195,819.2433120888362,805.6822176957492,818.1437638948022,897.1017961140121,953.4929106366177,993.6525994377677,986.1651998307735,964.9596275172589,898.8820169995912,851.6014446561252,818.457920521669,802.9595269295695,762.4333220637416,731.645972630787,734.6828200238335
경구고등학교 (경북),경상북도 구미시 봉곡동 279,7662428021,36.14854107,128.307609,구미시,1122,1123,1116,1169,1147,1113,1032,1029,945,876,813,783,747,706,713,19646.0,19643.0,18862.0,17343.0,15825.0,15043.0,14803.0,14496.0,14818.0,14911.0,14444.0,14001.0,14243.0,15241.0,15255.0,15093.0,14467.0,13963.0,12773.0,11373.0,9978.0,8946.0,7995.0,7305.0,6471.0,744.4637694152673,717.3896430548476,691.70690648597,705.7367535506842,763.5953790489685,764.4070230940347,755.0151420011267,718.723058271742,689.5038726493619,620.5141288187424,539.3497243121311,458.4751926787577,398.6454316424556,343.51161115260754,303.5091546457777,255.1583593896964
경기게임마이스터고등학교 (경기),경기도 안양시 동안구 비산동 1101,7223551571,37.39791081,126.9474683,동안구,1729,1692,1552,1481,1468,1426,1334,1136,847,566,310,202,185,214,222,14486.0,14303.0,13672.0,12477.0,11340.0,11300.0,11425.0,11368.0,11255.0,11173.0,10790.0,10455.0,10243.0,10281.0,9977.0,9772.0,9635.0,9275.0,8479.0,7591.0,6977.0,6451.0,6053.0,5901.0,5779.0,166.78531089126727,45.16465560553206,-61.21372434413206,-128.5337737451132,-116.46697243739027,-213.0013828991746,-278.09860048031214,-321.6025946686823,-435.9196596892166,-688.6873923457315,-970.6694860630496,-1165.6435914036274,-1332.6735252947415,-1459.057391622999,-1507.324596853891,-1546.065379999739
경기경영고등학교 (경기),경기도 부천시 소사구 심곡본동 768-9,9108767926,37.4750207,126.7730512,부천시,1203,1073,1047,1003,1012,954,832,753,733,751,739,681,643,586,546,35969.0,33457.0,31032.0,28893.0,27372.0,27095.0,26596.0,25807.0,25932.0,26365.0,26170.0,25410.0,25069.0,25138.0,23830.0,22802.0,21370.0,20575.0,19394.0,17932.0,16253.0,14437.0,12902.0,11951.0,11047.0,638.4356878221658,634.3732232945762,618.5400282126884,611.4359235772624,612.8734110254865,585.6236489635006,564.2071693001051,534.3740964616006,517.8117410798891,493.20778924869234,462.74972186748187,427.77086062736396,389.9378576422215,357.9589702070929,338.1466432033096,319.3134743164325
경기고등학교 (서울),서울특별시 강남구 삼성동 74-4,1820642232,37.51756454,127.0560755,서울특별시 강남구,1746,1856,1838,1812,1758,1737,1705,1683,1525,1347,1214,1156,1101,1065,1063,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0,1203.2514460564016,1204.6950989501422,1198.8173693113413,1216.8630304830986,1269.968833359984,1240.5801851659794,1229.5465523352477,1197.7861886729552,1153.5485392861901,1030.0130988075323,859.3527031546282,717.7716015042129,604.3417312817388,528.4468362965199,450.7989342260445,444.61185039572774
경기관광고등학교 (경기),경기도 여주시 대신면 율촌리 265-3,2761894822,37.375425,127.5893974,여주시,342,308,289,333,364,415,390,364,359,332,297,286,268,244,248,4032.0,4001.0,3937.0,3722.0,3480.0,3257.0,3162.0,2980.0,2969.0,2864.0,2917.0,2782.0,2775.0,2708.0,2632.0,2577.0,2508.0,2450.0,2231.0,2036.0,1846.0,1772.0,1602.0,1479.0,1342.0,231.45952193952212,237.940751647164,221.4319589956233,220.57594752480264,212.38269487551952,203.08885604946693,196.36305163587627,187.9252242806444,180.83255780813056,154.0516275067423,130.20559367673906,106.97099661160766,97.92173249150386,77.13288248586002,62.09153807001181,45.33817071252233
경기기계공업고등학교 (서울),서울특별시 노원구 하계동 78,1220915853,37.63224005,127.0749285,서울특별시 노원구,1258,1192,1228,1238,1234,1262,1272,1292,1279,1185,1174,1104,1028,809,680,23036.0,24353.0,25044.0,24187.0,22193.0,20714.0,19414.0,18265.0,17832.0,17820.0,17131.0,16197.0,15539.0,15657.0,15027.0,14679.0,13845.0,13353.0,12132.0,10521.0,8949.0,7707.0,7081.0,6723.0,6562.0,808.1846526362672,757.5038871852166,688.8016594184808,640.4011606277822,649.0808853349288,602.7399822374516,577.1421500502738,515.7956211878992,479.6055825784408,389.7924989561874,271.29218960692435,155.66060283036222,64.30282243819283,18.256147296890163,-8.077254780723877,-19.919930016745866
경기대명고등학교 (경기),경기도 수원시 권선구 당수동 122,9709579527,37.29601975,126.939985,권선구,107,102,100,93,100,109,99,101,85,73,63,68,55,64,70,15023.0,14356.0,13908.0,13113.0,11710.0,10696.0,9705.0,9365.0,9653.0,10062.0,9861.0,9321.0,9107.0,9895.0,10183.0,10490.0,10398.0,10584.0,10308.0,9756.0,8895.0,8057.0,7079.0,6539.0,6155.0,63.258013764804886,61.970861970599,58.51284222497127,57.14244180725954,62.188589139768155,64.03286633743627,65.99881460022834,65.4096704954177,66.60076618557835,64.83333387114641,61.2984692422825,55.78484887008717,50.418514524094505,44.1556565403465,40.69763679471876,38.23860053116127
경기물류고등학교 (경기),경기도 평택시 안중읍 안중리 293-46,6378396630,36.986906,126.9296362,평택시,389,394,394,420,445,468,472,482,481,468,466,460,458,461,464,18005.0,17198.0,16140.0,14944.0,13552.0,12687.0,12328.0,12529.0,13281.0,13899.0,13758.0,13264.0,13059.0,13365.0,13241.0,13237.0,13084.0,13001.0,12511.0,11635.0,11018.0,10745.0,10873.0,11237.0,11268.0,465.8094879120717,465.31069734333295,463.5631615918653,462.8379696302238,463.92045129003986,463.4817985912909,463.4676485042345,462.92640767432647,462.6327933679058,460.89940770349455,457.8005386381389,455.6178877096864,454.65214426808586,455.10494705389124,456.3926049760253,456.50226815071255
경기상업고등학교 (서울),서울특별시 종로구 청운동 89-3,8976057589,37.58925853,126.9700571,서울특별시 종로구,913,778,716,723,717,707,700,722,686,451,319,284,326,413,405,6081.0,5852.0,5563.0,5075.0,4540.0,4153.0,3843.0,3578.0,3486.0,3519.0,3475.0,3378.0,3305.0,3310.0,3076.0,2878.0,2684.0,2657.0,2441.0,2179.0,2006.0,1846.0,1730.0,1521.0,1388.0,304.32675377268663,297.7600294387803,283.2833871572142,272.3885945123242,273.13481318663173,238.2117792290391,208.66151972646082,179.70823516332848,175.6786543220678,143.44200759198236,104.34014905826763,78.52098292722695,54.64198534938589,37.32971210545111,6.137771519396182,-13.711645217184213
경기여자고등학교 (서울),서울특별시 강남구 개포동 152,6327209889,37.48691516,127.065453,서울특별시 강남구,2250,2368,2350,2341,2234,2106,2064,1984,1879,1627,1494,1451,1460,1395,1377,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0,1520.3027306470665,1521.7723737412455,1515.788826857803,1534.1593655350382,1588.2212364994732,1558.3035020822615,1547.0712298624665,1514.7390817905325,1469.7050184046245,1343.945559345609,1170.2127507123278,1026.0827529760772,910.6107955763132,833.3495586251985,754.3037550597238,748.0052846561003
경기외국어고등학교 (경기),경기도 의왕시 고천동 438-1,2746863186,37.34807009,126.9597494,의왕시,1043,1034,982,902,818,749,699,660,643,626,608,598,585,568,575,5316.0,5124.0,4856.0,4648.0,4491.0,4525.0,4546.0,4362.0,4177.0,4033.0,3850.0,3940.0,4095.0,4461.0,4558.0,4559.0,4332.0,4002.0,3516.0,3028.0,2733.0,2734.0,2873.0,2881.0,2771.0,545.2777607695164,524.4403341841637,534.6882488982715,552.3374353503461,594.0122885210512,605.0572632684786,605.1711289875243,579.3236107641634,541.7479234791014,486.40918402291913,430.8427131286456,397.25232601018104,397.36619172922667,413.193526676571,414.10445242893616,401.5792233339155
경기창조고등학교 (경기),경기도 안성시 공도읍 만정리 789,7392830073,37.00193973,127.1723586,안성시,0,319,640,952,926,893,863,885,905,933,930,900,896,892,933,5026.0,5254.0,5344.0,5526.0,5498.0,5523.0,5378.0,5319.0,5377.0,5654.0,5727.0,5671.0,5684.0,5790.0,5679.0,5318.0,4854.0,4521.0,4145.0,3679.0,3280.0,2875.0,2679.0,2521.0,2417.0,940.0065936255648,948.9362914718338,942.0861123020933,943.6763324664973,956.6427430377919,943.0647093263419,898.9055186071217,842.1468912007002,801.4127900663503,755.418729926664,698.4154532641803,649.6079266797792,600.0664523271914,576.0908252330996,556.7635340041888,544.0417726889565
