,학교_식별자,소재지지번주소,개방ID,위도,경도,시군구별,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2015_해당지역예측학생수,2016_해당지역예측학생수,2017_해당지역예측학생수,2018_해당지역예측학생수,2019_해당지역예측학생수,2020_해당지역예측학생수,2021_해당지역예측학생수,2022_해당지역예측학생수,2023_해당지역예측학생수,2024_해당지역예측학생수,2025_해당지역예측학생수,2026_해당지역예측학생수,2027_해당지역예측학생수,2028_해당지역예측학생수,2029_해당지역예측학생수,2030_해당지역예측학생수,2031_해당지역예측학생수,2032_해당지역예측학생수,2033_해당지역예측학생수,2034_해당지역예측학생수,2035_해당지역예측학생수,2036_해당지역예측학생수,2037_해당지역예측학생수,2038_해당지역예측학생수,2039_해당지역예측학생수,매칭된 행정구역,학생 비,회귀계수
1070,서울방송고등학교 (서울),서울특별시 성동구 옥수동 556-1,5278985440,37.54777448,127.0110374,서울특별시 성동구,415,421,461,495,515,523,528,547,545,529,524,520,486,458,420,13872.0,13892.0,13702.0,13108.0,12087.0,11466.0,10917.0,10512.0,10589.0,10593.0,9957.0,9081.0,8485.0,8497.0,8449.0,8327.0,8245.0,7938.0,7746.0,7339.0,6999.0,6482.0,5969.0,5468.0,5006.0,서울특별시 성동구,0.039663802058740205,0.0035126664925568033
1071,서울삼육고등학교 (경기),경기도 구리시 교문동 산90,3168104112,37.5952268,127.1245233,구리시,989,966,934,920,905,890,814,784,724,687,648,631,622,587,600,7484.0,7079.0,6763.0,6650.0,6475.0,6363.0,6007.0,5764.0,5930.0,6139.0,6058.0,5833.0,5707.0,5701.0,5378.0,4949.0,4571.0,4276.0,4151.0,3964.0,3800.0,3509.0,3117.0,2824.0,2624.0,경기도 구리시,0.10118043844856661,-0.03242813809042323
1072,서울세종고등학교 (서울),서울특별시 강남구 수서동 711,3608644068,37.49038935,127.1027968,서울특별시 강남구,1043,1089,1096,1071,1028,1021,1009,1002,900,748,596,567,558,540,554,18180.0,18430.0,17340.0,15735.0,13885.0,12978.0,12490.0,12460.0,13165.0,13853.0,13867.0,13810.0,13985.0,14500.0,14215.0,14108.0,13800.0,13371.0,12173.0,10518.0,9145.0,8045.0,7309.0,6556.0,6496.0,서울특별시 강남구,0.042081276110900116,-0.04358055265901981
1073,서울신정고등학교 (서울),서울특별시 강서구 화곡동 477-1,8136099696,37.53838143,126.8570622,서울특별시 강서구,1054,1044,965,904,796,757,712,673,657,589,492,409,385,398,380,20887.0,20586.0,19672.0,18585.0,17125.0,16814.0,16736.0,16655.0,17062.0,17673.0,17814.0,17439.0,17213.0,17348.0,16852.0,16523.0,16460.0,16692.0,16068.0,14516.0,12901.0,11446.0,10192.0,9216.0,8506.0,서울특별시 강서구,0.022271714922048998,-0.05007115749525617
1074,서울아이티고등학교 (서울),서울특별시 노원구 중계동 504,1429984390,37.64241844,127.0624493,서울특별시 노원구,1082,932,817,720,722,742,759,758,760,757,718,662,607,562,527,23036.0,24353.0,25044.0,24187.0,22193.0,20714.0,19414.0,18265.0,17832.0,17820.0,17131.0,16197.0,15539.0,15657.0,15027.0,14679.0,13845.0,13353.0,12132.0,10521.0,8949.0,7707.0,7081.0,6723.0,6562.0,서울특별시 노원구,0.029553611484970838,-0.02432004224980196
1075,서울여자고등학교 (서울),서울특별시 마포구 염리동 128-2,9034310340,37.5477805,126.94907,서울특별시 마포구,1458,1407,1353,1328,1212,957,926,929,976,890,841,814,807,788,803,16148.0,15854.0,15211.0,14202.0,12654.0,12304.0,11994.0,12257.0,12537.0,12852.0,12453.0,11703.0,11418.0,11480.0,10976.0,10490.0,10319.0,10391.0,9830.0,8732.0,7674.0,6877.0,6308.0,5735.0,5291.0,서울특별시 마포구,0.06405041078407912,-0.034984322947285915
1076,서울여자상업고등학교 (서울),서울특별시 관악구 봉천동 1695,1958963215,37.47290457,126.9509181,서울특별시 관악구,750,748,743,745,746,757,771,777,777,774,762,734,666,566,514,23336.0,22304.0,20827.0,19365.0,17706.0,17020.0,16622.0,16172.0,16209.0,16267.0,15845.0,14880.0,14303.0,14063.0,13465.0,12807.0,12171.0,11592.0,10452.0,9074.0,7758.0,6732.0,5857.0,5227.0,4811.0,서울특별시 관악구,0.03171077796286014,-0.014179996322853466
1077,서울영상고등학교 (서울),서울특별시 양천구 신정동 984,8091395854,37.52330444,126.8602935,서울특별시 양천구,439,456,456,449,446,451,463,467,461,462,457,438,423,397,371,17207.0,16528.0,15710.0,14595.0,13508.0,12812.0,12349.0,12200.0,12530.0,12716.0,12269.0,11461.0,11078.0,11274.0,11143.0,10943.0,10600.0,10387.0,9736.0,8597.0,7485.0,6484.0,5924.0,5384.0,4958.0,서울특별시 양천구,0.029608938547486034,-0.007540532272866324
1078,서울예술고등학교 (서울),서울특별시 종로구 평창동 217,6279809892,37.60575682,126.9678907,서울특별시 종로구,1126,1129,1122,1118,1109,1108,1087,1076,1083,1074,1090,1081,1077,1074,1059,6081.0,5852.0,5563.0,5075.0,4540.0,4153.0,3843.0,3578.0,3486.0,3519.0,3475.0,3378.0,3305.0,3310.0,3076.0,2878.0,2684.0,2657.0,2441.0,2179.0,2006.0,1846.0,1730.0,1521.0,1388.0,서울특별시 종로구,0.3037865748709122,-0.004115525749715301
1079,서울외국어고등학교 (서울),서울특별시 도봉구 창동 35,6116398453,37.64578079,127.0515087,서울특별시 도봉구,1086,1075,1040,991,935,865,832,777,730,673,648,664,665,637,630,15223.0,14388.0,13450.0,12346.0,11097.0,10635.0,10210.0,9823.0,9549.0,9447.0,9362.0,9223.0,9193.0,9246.0,8618.0,8166.0,7564.0,7283.0,6636.0,5862.0,5096.0,4408.0,3837.0,3446.0,3199.0,서울특별시 도봉구,0.06597549481621112,-0.034037095501183896
1080,서울의료보건고등학교 (서울),서울특별시 중구 중림동 324-14,9429140090,37.55729809,126.966773,서울특별시 중구,508,477,473,439,405,373,377,381,380,380,358,345,324,287,265,4012.0,4170.0,4441.0,4611.0,4189.0,3872.0,3559.0,3478.0,3494.0,3539.0,3469.0,3363.0,3327.0,3490.0,3342.0,3278.0,3013.0,2950.0,2717.0,2500.0,2324.0,2206.0,2100.0,1904.0,1748.0,서울특별시 중구,0.07584430452203778,-0.028726096737907766
1081,서울인공지능고등학교 (서울),서울특별시 송파구 거여동 354,5587860047,37.491753,127.1423309,서울특별시 송파구,787,796,707,656,600,613,621,623,610,575,557,515,431,346,307,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0,서울특별시 송파구,0.018467276227141484,-0.0368808327351041
1082,서울정화고등학교 (서울),서울특별시 동대문구 제기동 293,6642172038,37.58604864,127.0410703,서울특별시 동대문구,633,624,626,590,549,509,514,526,488,398,334,330,342,309,257,13320.0,12985.0,12322.0,11797.0,10770.0,10235.0,9687.0,9557.0,9561.0,9777.0,9475.0,8995.0,8706.0,8790.0,8561.0,8248.0,7972.0,7704.0,7187.0,6386.0,5887.0,5472.0,5171.0,4762.0,4419.0,서울특별시 동대문구,0.026880033469302376,-0.04443127962085308
1083,서울체육고등학교 (서울),서울특별시 송파구 방이동 88-14,1361254394,37.52233038,127.1298226,서울특별시 송파구,413,418,425,422,413,399,391,392,407,401,408,382,393,356,348,26843.0,26349.0,24846.0,22942.0,20417.0,18763.0,17405.0,16430.0,16624.0,17342.0,18313.0,19108.0,19687.0,20183.0,19396.0,18823.0,17863.0,17400.0,16375.0,15043.0,13967.0,12782.0,11684.0,10544.0,9721.0,서울특별시 송파구,0.02093358999037536,-0.009596638655462187
1084,서울컨벤션고등학교 (서울),서울특별시 강동구 고덕동 295-1,1506826996,37.559284,127.1580314,서울특별시 강동구,819,803,780,739,782,820,806,791,775,767,757,741,713,651,583,17417.0,17232.0,16568.0,15668.0,14060.0,13258.0,12483.0,11965.0,11907.0,12110.0,12479.0,12915.0,13551.0,13891.0,13315.0,12749.0,12024.0,11247.0,10126.0,8920.0,8064.0,7631.0,7782.0,7873.0,7532.0,서울특별시 강동구,0.04896279499454102,-0.013514808362369336
1085,서울항공비즈니스고등학교 (서울),서울특별시 강서구 마곡동 731-263,5578244328,37.56921778,126.8170408,서울특별시 강서구,1213,1203,1179,1125,1109,1016,944,873,847,759,596,416,293,267,267,20887.0,20586.0,19672.0,18585.0,17125.0,16814.0,16736.0,16655.0,17062.0,17673.0,17814.0,17439.0,17213.0,17348.0,16852.0,16523.0,16460.0,16692.0,16068.0,14516.0,12901.0,11446.0,10192.0,9216.0,8506.0,서울특별시 강서구,0.015648810221544955,-0.0637557413732187
1086,서원고등학교 (경기),경기도 용인시 수지구 상현동 836,5008241653,37.302407,127.0814728,수지구,1409,1454,1468,1460,1380,1367,1332,1312,1162,1145,1085,1053,1057,1080,1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10281.0,10513.0,10167.0,9547.0,9448.0,9869.0,9978.0,9907.0,9540.0,9129.0,8279.0,7350.0,6814.0,6699.0,6677.0,6522.0,6170.0,경기도 용인시 수지구,0.10903608598385371,-0.02297100038925652
1087,서원고등학교 (충북),충청북도 청주시 흥덕구 가경동 1580,5387982904,36.62008178,127.441039,흥덕구,1170,1196,1197,1191,1191,1180,1131,1104,1046,980,877,805,746,727,780,15866.0,16223.0,16204.0,15536.0,14338.0,13216.0,12550.0,12112.0,12364.0,12843.0,13256.0,13554.0,14155.0,14919.0,14796.0,12449.0,9951.0,7777.0,7360.0,6675.0,6103.0,5709.0,5495.0,5281.0,5230.0,충청북도 청주시 흥덕구,0.06308637981235846,-0.032133906194056566
1088,서인천고등학교 (인천),인천광역시 서구 검암동 636-7,8021327435,37.56108344,126.675771,인천광역시 서구,1902,1848,1712,1688,1685,1669,1668,1586,1458,1314,1252,1208,1203,1230,1255,15753.0,15428.0,14758.0,13624.0,12117.0,11063.0,10803.0,10944.0,11809.0,12265.0,12114.0,11855.0,12093.0,13601.0,14678.0,15445.0,15302.0,14897.0,13635.0,12732.0,12099.0,11803.0,11029.0,10441.0,10499.0,인천광역시 서구,0.10627487509526633,-0.02801750037554454
1089,서일고등학교 (대전),대전광역시 서구 관저동 1978,3801353275,36.29332636,127.3236362,대전광역시 서구,1035,1024,1002,962,905,829,769,757,734,683,637,612,611,573,567,19650.0,19711.0,19194.0,18015.0,16941.0,16500.0,15967.0,15299.0,14932.0,14790.0,14317.0,13832.0,13824.0,14211.0,14115.0,13795.0,13418.0,12983.0,12074.0,10669.0,9403.0,8461.0,7836.0,7588.0,7330.0,대전광역시 서구,0.03797214036967586,-0.03612146307798482
1090,서일고등학교 (충남),충청남도 서산시 지곡면 화천리 908,7918163239,36.85930055,126.4324993,서산시,635,617,618,616,612,609,619,618,597,546,499,464,454,458,473,6657.0,6570.0,6281.0,5730.0,5132.0,4792.0,4577.0,4468.0,4694.0,4940.0,5116.0,5041.0,5064.0,5154.0,5040.0,5028.0,4946.0,4909.0,4627.0,4301.0,3930.0,3640.0,3330.0,3173.0,2925.0,충청남도 서산시,0.10076693651469962,-0.0225140607424072
1091,서일문화예술고등학교 (서울),서울특별시 종로구 창신동 13-80,3419605731,37.57937936,127.0127927,서울특별시 종로구,449,440,437,442,430,404,384,358,334,265,267,301,332,319,292,6081.0,5852.0,5563.0,5075.0,4540.0,4153.0,3843.0,3578.0,3486.0,3519.0,3475.0,3378.0,3305.0,3310.0,3076.0,2878.0,2684.0,2657.0,2441.0,2179.0,2006.0,1846.0,1730.0,1521.0,1388.0,서울특별시 종로구,0.08376362593230063,-0.029677060133630292
1092,서일여자고등학교 (대전),대전광역시 서구 관저동 1980,8285578668,36.29429961,127.3235457,대전광역시 서구,1082,1029,1015,1022,1011,969,883,838,748,689,613,585,554,493,473,19650.0,19711.0,19194.0,18015.0,16941.0,16500.0,15967.0,15299.0,14932.0,14790.0,14317.0,13832.0,13824.0,14211.0,14115.0,13795.0,13418.0,12983.0,12074.0,10669.0,9403.0,8461.0,7836.0,7588.0,7330.0,대전광역시 서구,0.03167693544066434,-0.04429957750198046
1093,서전고등학교 (충북),충청북도 진천군 덕산읍 두촌리 2744,2298203647,36.89948149,127.5259529,진천군,0,0,0,0,0,0,0,0,161,329,510,514,522,521,564,2658.0,2567.0,2500.0,2352.0,2158.0,2051.0,1888.0,1770.0,1749.0,1778.0,1813.0,1778.0,1835.0,1860.0,1774.0,1694.0,1694.0,1684.0,1636.0,1591.0,1677.0,1689.0,1649.0,1539.0,1425.0,충청북도 진천군,0.32246998284734135,0.08921605876393111
1094,서정고등학교 (경기),경기도 고양시 덕양구 행신동 1065,1062867224,37.62124515,126.8493849,덕양구,0,0,0,374,775,1144,1167,1138,1057,971,904,860,801,742,717,19352.0,19108.0,17854.0,16221.0,14709.0,13987.0,13224.0,12371.0,12051.0,11912.0,11665.0,11361.0,11273.0,11260.0,10640.0,10430.0,10476.0,10789.0,10443.0,9422.0,8575.0,8234.0,8387.0,8712.0,8679.0,경기도 고양시 덕양구,0.05949713716704008,0.046979434447300766
1095,서진여자고등학교 (광주),광주광역시 남구 주월동 산219-8,9472398757,35.12555976,126.8999456,광주광역시 남구,1684,1421,1323,1252,1290,1261,1107,906,787,616,435,250,213,216,257,9051.0,8347.0,7372.0,6407.0,5473.0,4887.0,4521.0,4373.0,4439.0,4667.0,4688.0,4872.0,4944.0,5159.0,4893.0,4707.0,4551.0,4509.0,4314.0,3879.0,3583.0,3236.0,3110.0,2989.0,2869.0,광주광역시 남구,0.05789592250506871,-0.06564302680692231
1096,서창고등학교 (경남),경상남도 양산시 삼호동 483,7369123101,35.41400251,129.1741433,양산시,579,907,1003,1100,1109,1096,1050,1063,1055,1001,966,925,919,936,942,9297.0,9219.0,8992.0,8499.0,7925.0,7491.0,7194.0,7105.0,7352.0,7733.0,7727.0,7763.0,8105.0,8601.0,8566.0,8567.0,8711.0,8941.0,8985.0,8939.0,8716.0,8081.0,7144.0,6208.0,5520.0,경상남도 양산시,0.12812840043525572,0.0031592167976297833
1097,서천고등학교 (경기),경기도 용인시 기흥구 농서동 401,7272791564,37.23410552,127.069476,기흥구,0,0,0,0,346,650,948,940,827,755,740,745,788,791,815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10806.0,12028.0,12531.0,12608.0,13075.0,13705.0,13292.0,13003.0,12634.0,12298.0,11212.0,9747.0,8635.0,8090.0,7752.0,7426.0,6806.0,경기도 용인시 기흥구,0.07542106237275588,0.07023056057866185
1098,서천고등학교 (충남),충청남도 서천군 서천읍 사곡리 203,2270181536,36.08673881,126.6902854,서천군,502,504,517,515,510,501,485,456,411,383,360,334,310,289,281,2278.0,2142.0,1985.0,1765.0,1553.0,1343.0,1256.0,1169.0,1147.0,1103.0,1065.0,1041.0,1041.0,1015.0,965.0,887.0,831.0,762.0,691.0,645.0,588.0,544.0,499.0,463.0,392.0,충청남도 서천군,0.24498692240627726,-0.03699917104172423
1099,서천여자고등학교 (충남),충청남도 서천군 서천읍 군사리 356-17,6535354673,36.08139458,126.6938200273,서천군,335,328,332,339,324,328,338,348,322,304,279,257,242,218,192,2278.0,2142.0,1985.0,1765.0,1553.0,1343.0,1256.0,1169.0,1147.0,1103.0,1065.0,1041.0,1041.0,1015.0,965.0,887.0,831.0,762.0,691.0,645.0,588.0,544.0,499.0,463.0,392.0,충청남도 서천군,0.16739319965126417,-0.027073070607553363
1100,서천여자정보고등학교 (충남),충청남도 서천군 서천읍 사곡리 45,8444813907,36.08312752,126.6993362,서천군,282,284,282,280,284,267,206,173,115,96,71,69,108,136,161,2278.0,2142.0,1985.0,1765.0,1553.0,1343.0,1256.0,1169.0,1147.0,1103.0,1065.0,1041.0,1041.0,1015.0,965.0,887.0,831.0,762.0,691.0,645.0,588.0,544.0,499.0,463.0,392.0,충청남도 서천군,0.14036617262423715,-0.05685362173038229
1101,서초고등학교 (서울),서울특별시 서초구 서초동 1504,7882061779,37.48961169,127.0053783,서울특별시 서초구,1278,1302,1298,1294,1246,1197,1130,1136,1054,981,892,888,846,808,799,13894.0,13849.0,12910.0,12167.0,11066.0,10868.0,10666.0,10760.0,10969.0,11412.0,11503.0,11995.0,12339.0,13032.0,12710.0,12655.0,12294.0,11842.0,10746.0,9587.0,8470.0,7669.0,6913.0,6265.0,5714.0,서울특별시 서초구,0.07284164463488012,-0.03228823787579548
1102,서해고등학교 (경기),경기도 시흥시 정왕동 1886-6,7116062045,37.36059293,126.7239075,시흥시,1461,1498,1430,1419,1325,1277,1273,1232,1133,1075,1040,1059,1078,1084,1112,13894.0,15905.0,16655.0,16517.0,15601.0,15076.0,14592.0,14335.0,14354.0,14425.0,14012.0,13567.0,13240.0,12918.0,11947.0,10906.0,10142.0,9678.0,9227.0,9066.0,9306.0,9705.0,9861.0,9748.0,9400.0,경기도 시흥시,0.07746969485857601,-0.022711234026320803
1103,서해삼육고등학교 (충남),충청남도 홍성군 광천읍 광천리 165,7890668988,36.50662283,126.6269267,홍성군,256,269,271,268,269,259,245,246,212,197,185,190,188,181,183,3035.0,3023.0,2831.0,2552.0,2297.0,2118.0,2065.0,2009.0,2056.0,2050.0,1997.0,1888.0,1802.0,1784.0,1753.0,1724.0,1742.0,1853.0,2002.0,2016.0,1899.0,1761.0,1642.0,1475.0,1303.0,충청남도 홍성군,0.08900778210116732,-0.028663679493937794
1104,서현고등학교 (경기),경기도 성남시 분당구 서현동 91-1,2210603773,37.38222205,127.1240596,분당구,1419,1445,1423,1332,1289,1351,1398,1433,1303,1189,1107,1082,1075,1049,1031,14565.0,14902.0,14666.0,14254.0,13484.0,13629.0,13832.0,13826.0,13663.0,13329.0,12899.0,13186.0,14024.0,14956.0,14870.0,14662.0,14520.0,14213.0,13391.0,11997.0,10611.0,9357.0,8549.0,8103.0,7569.0,경기도 성남시 분당구,0.07545926956012589,-0.021742461690558577
1105,석관고등학교 (서울),서울특별시 성북구 석관동 77-1,9760199785,37.60958929,127.0667176,서울특별시 성북구,1412,1382,1362,1361,1289,1147,952,854,802,740,717,660,667,660,701,17723.0,17047.0,15770.0,13939.0,12726.0,12494.0,12701.0,12822.0,13290.0,13657.0,13478.0,13042.0,13041.0,13040.0,12462.0,11585.0,10882.0,10111.0,9205.0,7955.0,7042.0,6452.0,6127.0,5876.0,5530.0,서울특별시 성북구,0.0527464258841234,-0.046205989477944145
1106,석적고등학교 (경북),경상북도 칠곡군 석적읍 중리 15,5690197050,36.08164101,128.4184575,칠곡군,0,0,0,0,241,473,715,726,717,671,621,578,570,567,583,4825.0,5028.0,5494.0,5523.0,5225.0,4704.0,4492.0,4268.0,4398.0,4598.0,4645.0,4826.0,5139.0,5121.0,4601.0,3959.0,3894.0,3931.0,3707.0,3222.0,2577.0,2002.0,1569.0,1314.0,1186.0,경상북도 칠곡군,0.13256025466120963,0.0697707595434868
1107,석정여자고등학교 (강원),강원특별자치도 영월군 영월읍 하송리 318 번지,4149751842,37.18016344,128.4599183,영월군,454,453,478,459,462,450,427,395,380,361,332,305,259,236,215,1587.0,1469.0,1372.0,1202.0,1050.0,990.0,922.0,872.0,812.0,777.0,755.0,707.0,695.0,664.0,613.0,551.0,520.0,501.0,471.0,427.0,385.0,366.0,335.0,309.0,287.0,강원도 영월군,0.2647783251231527,-0.03960699342498506
1108,석정여자고등학교 (인천),인천광역시 남동구 간석동 614-11,9936763167,37.46866507,126.694192,인천광역시 남동구,1198,1128,1108,1056,976,855,816,769,760,677,626,627,664,706,738,18454.0,17923.0,17214.0,15863.0,14082.0,12478.0,11318.0,10574.0,11011.0,12272.0,13363.0,13784.0,14222.0,14996.0,15042.0,14764.0,14314.0,14136.0,13254.0,12153.0,10965.0,9946.0,8610.0,7434.0,6433.0,인천광역시 남동구,0.06702388520570339,-0.03323992368232769
1109,선덕고등학교 (서울),서울특별시 도봉구 쌍문동 263,5795158326,37.65634868,127.0268766,서울특별시 도봉구,1447,1490,1408,1303,1113,1080,1107,1152,1201,1205,1166,1110,1098,1116,1129,15223.0,14388.0,13450.0,12346.0,11097.0,10635.0,10210.0,9823.0,9549.0,9447.0,9362.0,9223.0,9193.0,9246.0,8618.0,8166.0,7564.0,7283.0,6636.0,5862.0,5096.0,4408.0,3837.0,3446.0,3199.0,서울특별시 도봉구,0.11823227563095612,-0.015074304889741132
1110,선덕여자고등학교 (경북),경상북도 경주시 인왕동 571-1,4966929733,35.83862147,129.2242275,경주시,712,722,711,712,702,698,676,659,628,603,563,519,517,523,551,12273.0,11904.0,11095.0,9901.0,8620.0,7843.0,7344.0,6913.0,6857.0,6832.0,6610.0,6280.0,6060.0,6052.0,5755.0,5533.0,5256.0,5109.0,4734.0,4242.0,3727.0,3466.0,3277.0,3146.0,3024.0,경상북도 경주시,0.08035584074668223,-0.023337950138504152
1111,선린인터넷고등학교 (서울),서울특별시 용산구 청파동3가 131-2,3837175250,37.54296872,126.9649361,서울특별시 용산구,906,904,894,879,875,885,906,919,916,910,904,884,833,771,720,8629.0,8773.0,8709.0,8090.0,7243.0,6755.0,6528.0,6463.0,6651.0,6942.0,6940.0,6803.0,6780.0,7032.0,6849.0,6516.0,6072.0,5651.0,5139.0,4549.0,4155.0,3867.0,3724.0,3520.0,3356.0,서울특별시 용산구,0.10825439783491204,-0.008697341831182958
1112,선명여자고등학교 (경남),경상남도 진주시 평거동 695-7,6704349935,35.16415402,128.0420882,진주시,978,966,963,981,977,935,890,837,783,698,668,616,580,498,450,13120.0,12832.0,12182.0,11338.0,10323.0,9674.0,9075.0,8733.0,8747.0,8877.0,8581.0,8352.0,8394.0,8647.0,8385.0,8217.0,8038.0,8048.0,7607.0,7081.0,6429.0,5955.0,5545.0,5363.0,5207.0,경상남도 진주시,0.05144621012918715,-0.04145551186835591
1113,선부고등학교 (경기),경기도 안산시 단원구 선부동 35,4752282202,37.34138815,126.7939234,단원구,497,925,1365,1431,1326,1214,1075,1036,978,853,780,734,716,688,706,0.0,0.0,0.0,0.0,0.0,11058.0,10846.0,10555.0,10609.0,10740.0,10416.0,9914.0,9523.0,9638.0,9115.0,8632.0,7961.0,7455.0,6715.0,5828.0,5352.0,5235.0,5299.0,5281.0,5008.0,경기도 안산시 단원구,0.06654727118484306,-0.02108665269042628
1114,선사고등학교 (서울),서울특별시 강동구 암사동 448,2131070911,37.55631588,127.1357756,서울특별시 강동구,0,0,253,502,714,701,697,685,645,630,590,574,574,604,655,17417.0,17232.0,16568.0,15668.0,14060.0,13258.0,12483.0,11965.0,11907.0,12110.0,12479.0,12915.0,13551.0,13891.0,13315.0,12749.0,12024.0,11247.0,10126.0,8920.0,8064.0,7631.0,7782.0,7873.0,7532.0,서울특별시 강동구,0.05500965818426136,0.04769907963185275
1115,선산고등학교 (경북),경상북도 구미시 선산읍 노상리 40,5218366980,36.24820115,128.2950623,구미시,454,462,448,447,431,739,662,620,522,411,323,289,278,265,268,19646.0,19643.0,18862.0,17343.0,15825.0,15043.0,14803.0,14496.0,14818.0,14911.0,14444.0,14001.0,14243.0,15241.0,15255.0,15093.0,14467.0,13963.0,12773.0,11373.0,9978.0,8946.0,7995.0,7305.0,6471.0,경상북도 구미시,0.018086111486030503,-0.024579547651266187
1116,선유고등학교 (서울),서울특별시 영등포구 양평동4가 10,2530862748,37.53390162,126.8948507,서울특별시 영등포구,941,855,854,893,911,861,844,844,786,675,591,566,576,557,553,17870.0,17678.0,16829.0,15724.0,14317.0,13730.0,13469.0,13398.0,13753.0,13875.0,13468.0,12860.0,12457.0,12388.0,11548.0,10978.0,10539.0,10373.0,9698.0,8785.0,8136.0,7627.0,7331.0,6960.0,6827.0,서울특별시 영등포구,0.040209408856249546,-0.03260968574464855
1117,선인고등학교 (인천),인천광역시 미추홀구 도화동 206-1,9107387125,37.47099649,126.6548626,nan,984,908,857,783,683,577,583,578,584,540,513,479,458,449,472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,inf,-0.036774099883855986
1118,선일빅데이터고등학교 (서울),서울특별시 은평구 갈현동 240-1,4792190790,37.620337,126.9119931,서울특별시 은평구,812,747,674,667,658,662,669,694,684,664,630,567,463,365,292,19495.0,18359.0,16845.0,15624.0,14536.0,14297.0,13888.0,13221.0,12869.0,12498.0,12066.0,11755.0,12217.0,13067.0,13129.0,12896.0,12112.0,11477.0,10322.0,9155.0,8040.0,7254.0,6627.0,6292.0,5896.0,서울특별시 은평구,0.022690185717615975,-0.03277621393384939
1119,선일여자고등학교 (서울),서울특별시 은평구 갈현동 240-1,3119665026,37.62030421,126.9119931,서울특별시 은평구,1419,1403,1340,1378,1348,1315,1158,1093,951,855,738,736,720,708,714,19495.0,18359.0,16845.0,15624.0,14536.0,14297.0,13888.0,13221.0,12869.0,12498.0,12066.0,11755.0,12217.0,13067.0,13129.0,12896.0,12112.0,11477.0,10322.0,9155.0,8040.0,7254.0,6627.0,6292.0,5896.0,서울특별시 은평구,0.05548216644649934,-0.0446239806704923
1120,선정고등학교 (서울),서울특별시 은평구 갈현동 227-5,2545497953,37.61870451,126.9090316,서울특별시 은평구,1856,1809,1683,1645,1564,1466,1427,1418,1376,1268,1171,1126,1116,1098,1116,19495.0,18359.0,16845.0,15624.0,14536.0,14297.0,13888.0,13221.0,12869.0,12498.0,12066.0,11755.0,12217.0,13067.0,13129.0,12896.0,12112.0,11477.0,10322.0,9155.0,8040.0,7254.0,6627.0,6292.0,5896.0,서울특별시 은평구,0.08672002486595695,-0.030755464901477833
1121,선정국제관광고등학교 (서울),서울특별시 은평구 갈현동 227-5,3744271039,37.61870451,126.9090316,서울특별시 은평구,393,362,364,370,357,362,365,371,370,347,339,305,299,266,266,19495.0,18359.0,16845.0,15624.0,14536.0,14297.0,13888.0,13221.0,12869.0,12498.0,12066.0,11755.0,12217.0,13067.0,13129.0,12896.0,12112.0,11477.0,10322.0,9155.0,8040.0,7254.0,6627.0,6292.0,5896.0,서울특별시 은평구,0.0206698267153625,-0.019347509996364955
1122,선주고등학교 (경북),경상북도 구미시 봉곡동 7,7244116067,36.14176382,128.3122513,구미시,1169,1167,1164,1150,1118,1093,1063,1064,1039,954,874,830,802,768,753,19646.0,19643.0,18862.0,17343.0,15825.0,15043.0,14803.0,14496.0,14818.0,14911.0,14444.0,14001.0,14243.0,15241.0,15255.0,15093.0,14467.0,13963.0,12773.0,11373.0,9978.0,8946.0,7995.0,7305.0,6471.0,경상북도 구미시,0.050816574436496155,-0.028809727483807897
1123,선화예술고등학교 (서울),서울특별시 광진구 능동 25,2105163455,37.5509798,127.0870952,서울특별시 광진구,1167,1169,1161,1133,1103,1086,1084,1095,1091,1095,1092,1083,1091,1092,1080,18552.0,17851.0,16313.0,14713.0,13220.0,12348.0,11544.0,10871.0,10677.0,10759.0,10451.0,10103.0,9808.0,9869.0,9493.0,9320.0,8952.0,8729.0,8065.0,7311.0,6501.0,5686.0,4973.0,4294.0,3993.0,서울특별시 광진구,0.10115200899128969,-0.004976781131614323
1124,설악고등학교 (강원),강원특별자치도 속초시 조양동 589-7 번지,6113231301,38.18521306,128.5733338,속초시,1065,1069,1069,1169,1172,1169,1151,1100,1034,928,874,806,757,628,572,3600.0,3550.0,3388.0,3200.0,2847.0,2602.0,2325.0,2099.0,2018.0,1958.0,1934.0,1932.0,1978.0,2012.0,1908.0,1850.0,1850.0,1771.0,1545.0,1316.0,1213.0,1245.0,1209.0,1164.0,1057.0,강원도 속초시,0.28344895936570863,-0.03230741101901512
